Latein,Deutsch,Kartei,Wortart
-ne,unübersetztes Fragepartikel,3,x
iurare; iuro,schwören,3,x
per deos iurare,bei den Göttern schwören,3,x
lacrimas tenere,Tränen zurückhalten,3,x
oculos vertere,seinen Blick richten auf,3,x
regnum; -i,die Herrschaft; die Königsherrschaft; das Reich,3,s
dum,(solange) bis; solange; (m. Ind. Präs) während,3,x
postquam,nachdem,3,x
quamquam,obwohl,3,x
murus,die Mauer,3,s
lupa; -ae,die Wölfin,3,s
fama; -ae f,das Gerücht; der (gute oder schlechte) Ruf,3,s
orare; oro,beten (zu); bitten,3,v
miles; militis,der Soldat,3,s
filia; -ae f,die Tochter,3,s
gerere; gero; gessi; gestum,tragen; führen; ausführen,3,v
negotia gerere,seinen Geschäften nachgehen,3,x
bellum gerere (cum),Krieg führen (mit),3,x
vestem gerere,ein Kleidungsstück tragen,3,x
se gerere,sich benehmen,3,x
res; rei f,die Sache; das Ding; die Angelegenheit,3,s
dies; diei m,der Tag,3,s
fides; fidei f,das Vertrauen; die Treue; die Zuverlässigkeit,3,s
fidem dare,dein Wort geben,3,x
fidem habere,Vertrauen schenken,3,x
acies; aciei f,die Schärfe; der Scharfsinn; die Schlachtreihe,3,s
acies mentis,der Scharfsinn; die Aufmerksamkeit (bc: die Schärfe des Gesites),3,x
aciem institutere,eine Schlachtreihe aufstellen,3,x
alius; alia; aliud; gen. alterius; dat. alii,ein anderer; eine andere; ein anderes... (adjektiv),3,x
alii...alii,die einen... die anderen...,3,x
alius aliud facit,jeder macht etwas anderes,3,x
accurrere; accurro; accucurri,hinzulaufen; herbeieilen,3,v
mortuus; -a; -um,tot (adjektiv),3,x
facies; faciei f,das Gesicht; das Aussehen,3,s
facie cognoscrere,am Gesicht erkennen,3,x
regnare; regno,König sein; herrschen; regieren,3,v
aliquando,einst; (irgendwann) einmal,3,x
militaris; militare,militärisch; soldatisch,3,x
res militaris,das Kriegswesen; die Kriegskunst,3,x
tempestas; tempestatis f,das Unwetter; das Gewitter,3,s
imber; imbris; gen.pl. imbrium,der Regen; der Regenguss,3,s
nubes; nubis; gen.pl. nubium,die Wolke,3,s
exclamare; exclamo,ausrufen; aufschreien,3,v
protegere; protego; protexi,bedecken; schützen,3,v
orationem habere,eine Rede halten,3,x
pacem facere,Frieden schließen,3,x
auctoritas; auctoritatis f,das Ansehen; der Einfluss,3,s
sperare; spero,hoffen; erhoffen,3,v
lex; legis f,das Gesetz,3,s
brevis; breve,kurz,3,x
brevi (tempore),in Kürze; in kurzer Zeit,3,x
hostis; hostis m/f,der/die Feind(in),3,s
indicare; indico,anzeigen; melden; verraten,3,v
exercitus; exercitUs m,das Heer,3,s
manus; manUs f,die Hand; die Schar,3,s
vultus; vultUs m,das Gesicht; die Miene; der Gesichtsausdruck,3,s
cultus; cultUs m,die Pflege; die Verehrung,3,s
domus; domUs f,das Haus,3,s
domo,von zu Hause weg,3,x
severus; -a; -um,ernst; streng,3,x
apertus; -a; -um,offen; offenkundig,3,x
finitimus; -a; -um,benachbart; Subst. der Nachbar,3,x
pietas; pietatis,die Frömmigkeit; das Pflichtgefühl; das Verantwortungsbewusstsein,3,s
humanitats; humanitatis,die Menschlichkeit; die Bildung,3,s
lacus; lacUs m,der See,3,s
situs; -a; -um,gelegen,3,x
minister; ministri m,der Diener,3,s
nympha; -ae,die Nymphe,3,s
divus; -a; -um,göttlich,3,x
cinis; cineris m,die Asche,3,s
villa; -ae f,die Villa; das Landhaus,3,s
avunculus; -i m,der Onkel,3,s
liber; libri,das Buch,3,s
publicus; -a; -um,öffentlich; staatlich,3,x
postea,nachher; später,3,x
regere; rego; rexi,lenken; leiten; beherrschen,3,v
civis; civis; m/f; genPl civium,der Bürger; die Bürgerin,3,s
opprimere; opprimo; oppressi,überfallen; überwältigen; unterdrücken,3,v
servitus; servitutis f,die Sklaverei,3,s
pellere; pello; pepuli,schlagen; stoßen; treiben; vertreiben,3,v
numquam,niemals,3,x
adiuvare; adiuvo; adiuvi,helfen; unterstützen,3,v
fallere; fallo; fefelli,täuschen; unbemerkt bleiben,3,v
priusquam,ehe; bevor,3,x
vel,oder,3,x
vel... vel,entweder ... oder,3,x
stultus; -a; -um,dumm,3,x
insidae; -arum Pl.,der Hinterhalt; die Falle,2,s
promittere; promitto; promisi,versprechen,3,v
fere,fast; ungefähr,3,x
crbis; orbis; GenPl orbium,der Kreis; die Scheibe,3,s
velut,wie; wie zum Beispiel,3,x
ignoscere; ignosco; ignovi,verzeihen,2,v
modo,nur; eben noch; gerade,3,x
exilium; -i,die Verbannung; das Exil,3,s
restitutere; restituo; restitui,wiederharstellen,2,v
magistratus; magistratUs m,der Beamte; das Amt,3,s
moenia; moenium n Pl,die Mauer(n); die Stadtmauer(n),2,s
fortis; forte,tapfer; stark; tatkräftig,3,x
honestus; -a; -um,ehrenhaft; tapfer,3,x
neque/nec,und nicht; auch nicht,3,x
neque...neque / nec...nec,weder... noch,2,x
nobilis; nobile,vornehm; adelig; berühmt,3,x
exstinquere; exstinguo; exstinxi,auslöchen; löschen; vernichten,2,v
parere; pario; peperi,zur Welt bringen; erzeugen; erwerben,3,v
flectere; flecto; flexi,biegen; beugen; umstimmen,3,v
hic; haec; hoc,dieser (hier); diese (hier); dieses (hier),3,x
ille; illa; illud,jener; jene; jenes,3,x
mandare; mando,übergeben; anvertrauen; auftragen,3,v
dux; ducis m/f,der Anführer / die Anführerin,3,s
caedere; ceado; cecidi,fällen; niederschlagen; töten,3,v
alter; altera; alterum; gen alterius dat alteri,der eine (von beiden) ; der andere,3,x
alter...alter,der eine...der andere...,3,x
nuntiare; nuntio,melden; mitteilen,3,v
femina; feminae,die Frau,3,s
castra; -orum n Pl,das Lager; das Kriegslager,3,s
comes; comitis,der/die Gefährte*in; der/die Begleiter*in,3,s
nisi,wenn nicht; außer,3,x
non...nisi,nur ...wenn,3,x
an (im Fragesatz),oder (im Fragesatz),3,x
aspicere; aspicio; aspexi; aspectum,ansehen; erblicken,3,v
intra,innerhalb,3,x
odium; -i n,der Hass,3,s
numerus; -i,die Zahl; dei Anzahl,3,s
pugna; -ae f,der Kampf; die Schlacht,3,s
magnitudo; magnitudinis f,die Größe; die Erhabenheit,3,s
tacitus; -a; um,schweigend; still (adjktiv),3,x
elephantus; -i m,der Elefant,3,s
fuga; -ae f,die Flucht,3,s
litus; litoris,der Strand; die Küste,3,s
salvus; -a; -um,heil; unversehrt,3,x
laetus; -a; -um,froh; fröhlich,3,x
navis; navis; f GP navium,das Schiff,3,s
centum,hundert,3,x
pervenire; pervenio; perveni; perventum,kommen zu/nach; gelangen,3,v
sumnus; -i,der Schlaf,3,s
