Latein,Deutsch,Kartei,Wortart
adulescens; adulescentis; adulescentium (gen. pl),der Jugendliche; der junge Mann,4,s
vox; vocis,die Stimme; das Wort,4,s
credere; credo; credidi; cretitum,glauben; vertrauen,4,v
incendium,der Brand; das Feuer,4,s
auctor; auctoris,der Urheber; der Grümder; der Schriftsteller,4,s
taberna,der Laden; das Wirtshaus,4,s
forte,zufällig,4,x
intellegere; intellego; intellexi; intellectum,erkennen; verstehen; einsehen,4,v
comprehendere; comprehendo; comprehendi; comprehensum,ergreifen; festnehmen; erfassen,4,v
servare; servo,retten (vor) ; bewahren ; beschützen,4,v
sollicitare; sollicito,beunruhigen; eregen,4,v
convincere; convinco; convici; convictum,überführen,4,v
gaudium,die Freude,4,s
gladius,das Schwert,4,s
arma; orum n,die Waffe,4,s
supplicium,die Strafe; die Todesstrafe; die Hinrichtung; das Gebet,4,s
populus; -i,das Volk,4,s
exercere; exerceo,üben; trainieren,4,v
medicus; -i,der Arzt,4,s
carere; careo,entbehren; nicht haben; frei sein von,4,v
ferrum,Eisen,4,s
se,sich,4,x
afficere; afficio; affeci (mit Abl.) ,versehen (mit),4,v
doloribus afficere,Schmerz zufügen,4,x
gaudio afficere,erfereuen,4,x
honor afficere,Ehre erweisen,4,x
supplicio afficere,hinrichten,4,x
licet,es ist jemanden möglich ; erlaubt,4,x
solum,nur,4,x
non solum sed etiam,nicht nur sondern auch,4,x
recreare; recreo,erholen,4,v
corpus; corporis,der Körper; der Leichnam,4,s
raro,selten,4,x
vulnus; vulneris,die Wunde,4,s
labor; laboris,die Arbeit; die Mühe,4,s
domum,heim;  nach Hause,4,x
decedere; decedo; decessi; decessum,weggehen; sterben,4,v
vestis; vestis f; vestium,das Kleid; die Kleidung,4,s
tunica,die Tunika,4,s
toga,die Toga,4,s
consul; -is m,der Konsul,4,s
currere; curro,laufen; rennen,4,v
habitare,wohnen; bewohnen,4,v
stare; sto; steti,stehen; dastehen,4,v
de,von...herab; von; über; um/wegen,4,x
de amico narrare,vom Freund erzählen,5,x
de amicis timere,um die Freunde angst haben,5,x
ad (akk),zu (...hin); bei; an; nach,5,x
per (akk),durch (...hindurch); über,5,x
post (akk),nach; hinter,5,x
e/ex (abl),aus; aus...heraus; von....her; seit,4,x
super (akk),über,5,x
cum (abl),mit,5,x
sine,ohne,5,x
in,(akk): in (...hinein); nach(...hin); gegen (wohin?) (abl): in an auf bei (wo),5,x
sub,(akk) unter (wohin); (abl) unter (wo),5,x
sermo; sermonis,das Gespräch; die Sprache,5,s
abdere; abdo; abdidi; abditum,verstecken; verbergen,4,v
oculus; -i,Auge,5,s
amittere; amitto; amisi; amissum,verlieren,4,v
vicus; -i,die Gasse; das Dorf,5,s
plebs; plebis f,das (einfache) Volk,5,s
pecunia; -ae,das Geld,5,s
timor; timoris m,die Angst; die Furcht,4,s
mutare; muto,ändern; verändern; verwandeln,4,v
possidere; possideo; possedi,besitzen,4,v
donum; -i,das Geschenk,4,s
poena; -ae,die Strafe,4,s
ponea/poenis afficere,bestrafen,4,x
studium; -i,Das Bemühen; das Streben; das wissenschaftlich Beschäftigen,4,s
nihil,nichts,4,x
convenire; convenio; conveni; conventum,passen; zusammentreffen; treffen,4,v
parentes; parent(i)um,die Eltern,4,s
libertas; libertatis f,die Freiheit,4,s
fortuna; -ae,Glück; das Schicksal,4,s
nos,Nom. wir; Akk. uns,4,x
vos,Nom. ihr; Akk. euch,4,x
is; ea; id,dieser; der(jenige); er,4,x
domi,daheim; zu Hause,4,x
ut,wie,4,x
a/ab (abl.),von; von...her; von...weg,4,x
gratia; -ae,der Dank; die anmut,5,s
libenter,gern,5,x
diligere; diligo; dilexi; dilectum,lieben; (sehr) schätzen,5,v
itaque,daher; deshalb,5,x
prodesse; prosum; profui,nützen,4,v
tamen,dennoch; jedoch,4,x
haud,nicht,4,x
paene,beinahe; fast,4,x
periculum; -i,die Gefahr,4,s
desinere; desino; desii,ablassen; aufhören,5,v
deponere; depono; deposui,ablegen; niederlegen,5,v
magnus; -a; -um,groß; wichtig,5,x
parvus; -a; um,klein; gerin,4,x
bonus; -a; -um,gut,5,x
bona; -orum n (pl),die Güter,5,s
malus; -a; um,böse; schlecht; schlimm,5,x
vir; viri,der Mann,5,s
puer; pueri,der Junge,5,s
magister; magisteri,der Lehrer,5,s
pulcher; pulchera; pulcherum,schön,5,x
miser; misera; miserum,arm; unglücklich; erbärmlich,4,x
cognoscere; cognosco; cognovi,kennenlernen; erkennen; erfahren,5,v
memoria; -ae,die Erinnerung; das Gedächtnis,5,s
memoria comprehendere,im Gedächtnis behalten,5,x
sumere; sumo; sumpsi,nehmen,5,v
iacere; iaceo,liegen,5,v
tempus; temporis n ,die Zeit,5,c
mos; moris m,die Sitte; der Bauch; PL auch Charakter,5,s
hodie,heute,5,x
multi; -ae; -a,viele,5,x
custos; custodis m,der Wächter,5,s
bibere; bibo; bibi,trinken,5,v
saepe,oft,5,x
mirus; -a ; um,erstaunlich; sonderbar; wunderbar,5,x
copia; -ae f,die Menge; der Vorrat; die Truppen,5,s
scelus; sceleris n,das Verbrechen; deer Frevel,4,s
parare; paro,bereiten; vorbereiten; erwerben; (mit Infinitiv) vorhaben zu,5,v
ita,so,5,x
descendere; descendo; descendi,herabsteigen; hinabsteigen,5,v
quaerere; quaero; quaesivi; quaesitum,suchen; (ex) jemanden fragen,4,v
invenire; invenio; inveni; inventum,finden; auffinden; erfinden,5,v
qui; quae; qod,der die das; welcher welche welches,5,x
mulier; mulieris f,die Frau,5,s
propinquus; a; um,nahe; benachbart; S der Verwandte,5,x
nepos; nepotis,der Neffe; der Enkel; der Nachfahre,5,s
maritus -i,der Ehemann,5,s
pugnare; pugno,kämpfen,5,v
scire; scio,wissen; kennen,5,v
modus; -i,die Art; Weise; das Maß,5,s
eiusmodi,derartig; solche,5,x
arcessere; arcesso; arcessivi; arcessitum,herbeirufen; holen (lassen),5,v
vinculum,die Fessel,5,s
via; -ae,der Weg; die Straße,5,s
unus; -a; -um; gen:unius dat:uni,ein(er); ein einziger,5,x
accedere; accedo; accessi; accessum,herbeikommen; herantreten; sich nähern,4,v
oratio; orationis,die Rede,5,s
ergo,also; folglich,5,x
urbs; urbis; gen.plu urbium,die Stadt; die Großstadt; die Hauptstadt,5,s
componere; compono; composui,zusammenstellen; verfassen; ordnen,5,v
quomodo,wie; auf welche Weise,5,x
indicium; -i n,de Beweis,5,s
animus; -i,die Gesinung; der Sinn; Mut; der Geist,5,s
pergere; pergo; perrexi,fortsetzen; weitermachen; aufbrechen,5,v
clam,heimlich,5,x
pater; patris,der Vater,5,s
clarus; -a; -um,berühmt; klar,5,x
diu,lange (Zeit),5,x
reprehendere; reprehendo; reprehendi; reprehensum,tadeln; kritisieren,5,v
perdere; perdo; perdidi; perditum,vernichten; verlieren; umbringen; verderben,5,v
sceleratus; -a; um,verbrecherisch; frevelhaft; subst: der Verbrecher,5,x
magis,mehr,5,x
quam,als,5,x
coniunx; coniugis,der Ehemann; die Ehefrau,5,s
cena,Hauptmalzeit; Gastmahl,5,s
clelebrare; celebro,feiern,5,v
quia,weil,5,x
susinere; sustineo,aushalten; ertragen,5,v
nonne?,etwa nicht?,5,x
placere; placeo,gefallen,5,v
hospes; hospetis,der Gast; der Gastgeber,5,s
fames; famis,der Hunger,5,s
frater; fratris,der Bruder,5,s
ecce!,sieh da! schaut!,5,x
tam,so,5,x
seavus; -a; um,wild; wütend; grimmig,5,x
certare; certo,streiten; kämpfen,5,v
quondam,einmal; einst,5,x
instituere; instituo; instituti,unterrichten; einführen; errichten,5,s
pax; pacis,der Friede,5,s
parcere; parco; peperci (mit Dat),verschonen; sparen,5,v
ira; -ae,der Zorn; die Wut,5,s
mater; matris,die Mutter,5,S
abesse; absum; afui,fort sein; weg sein; fehlen,5,v
adesse; adsum; affui,da sein; helfen,5,v
velle; volo; volui,wollen,5,v
nolle; nolo; nolui,nicht wollen,5,v
malle; malo; malui,lieber wollen,5,v
conspicere; conspicio; conspexi; conspectum,erblicken; sehen,5,v
iter; itineris,die Reise; der Weg; der Marsch,5,s
movere; moveo; movi; motum,bewegen; erregen,5,v
ducere; duco; duxi; ductum,führen; ziehen,5,v
fortasse,vielleicht,5,x
huc,hierher,5,x
caelum; -i,der Himmel,5,s
terra; -ae,das Land; die Erde,5,s
mons; montis m; GenPl montium,der Berg,5,s
altus;-a;-um,hoch; tief,5,x
tangere; tango; tetigi,berühren; erreichen,5,v
invadere; invado; invasi,eindringen; angreifen,5,v
potentia; -ae,die Macht,5,s
superare; supero,überwinden; besiegen,5,v
consistere; consisto; consisti,stehen bleiben; sich aufstellen,5,v
inferi; -orum m,die (Bewohner der) Unterwelt,5,s
neglegere; neglego; neglexi; neglectum,vernachlässigen; gering schätzen; nicht beachten,5,v
prope,(adv.) nahe; in der Nähe; (präp mit akk.) nahe; in der Nähe von,5,x
bellum; -i,der Krieg,5,s
homo; hominis m,der Mensch,5,s
tradere; trado; tradidi; traditum,übergeben; überliefern,5,v
fingere; fingo; finxi,formen; gestalten; sich ausdenken,5,v
nomen; nominis,der Name,5,s
terrere; terreo,jemanden erschrecken,5,v
voluntas; voluntatis,der Wille,5,s
nescire; nescio,nicht wissen,5,v
vivere; vivo; vixi,leben,5,v
tectum,das Haus,5,s
ager; agri,der Acker; das Feld; das Land,5,s
pecus; pecoris,das Veih; die Viehherde,5,s
alere; alo; alui,aufziehen; (er)nähren,5,v
ignis; ignis,das Feuer,5,s
rapere; rapio; rapui; raptum,rauben,5,v
antea,früher,5,x
dolus,die List; die Täuschung,5,s
vas; vasis,das Gefäß,5,s
morbus; -i,die Krankheit,5,s
tenere; teneo,halten; festhalten,5,v
oportet; oportuit,es gehört sich; man muss,5,x
mors; mortis,der Tod,5,s
servire; servio,dienen; Skalve sein,5,v
rex; regis,der König,5,S
iubere; iubeo; iussi; iussum,befehlen; anordnen,5,v
vis;-;-;vim;vi f; PL. vires; virum,die Kraft; die Gewalt; die Menge; Pl auch Streitkräfte,5,s
sic,so; auf diese Weise,5,x
negare; nego,leugnen; sagen - dass nicht,5,v
putare; puto,glauben; meinen,4,v
invidere; invideo; invidi (m Dat),beneiden,4,v
instare; insto; institi,bevorstehen; drohen; bedrängen,5,v
iuvenis; iuvenis m,der junge Mann,4,s
malum,der Apfel,5,s
aureus; -; -um,golden; vergoldet,5,x
pendere; pendeo; pependi,hängen,5,v
suscipere; suscipio; suscepi,aufnehmen; auf sich nehmen; unternehmen,4,v
necare; neco,töten,5,v
umerus; -i,die schulter,5,s
socius; -i,der Gefährte; der Kamerad; der Bundesgenosse,5,s
contra,gegen,5,x
nonnulli; -ae; -a,einige; manche,5,x
constat; constitit,es steht fest; es ist bekannt,5,x
poeta; -ae -m,der Dichter,5,s
imponere; impono; imposui,hineinstellen; auferlegen; auf die Schulter legen - aufbürden,5,v
ponere; pono; posui,setzen; legen (auf); stellen,5,v
pauci; -ae; -a,wenige,5,x
hora; -ae f,die Stunde,5,s
saeculum; -i n,das Jahrhundert; das Zeitalter,5,s
procul,in der Ferne; aus der Ferne; fern,5,x
custodire; custodio,bewachen; beschützen,5,v
interea,inzwischen,5,x
profecto,in der Tat; tatsächlich,5,x
augere; augeo; auxi; auctum,vermehren; vergrößern,5,v
leo; leonis,der Löwe,5,s
annus,das Jahr,5,s
gloria; -ae,der Ruhm; die Ehre,5,s
ingens; ingentis,riesig; gewaltig,5,x
celer; celeris; celere,schnell,5,x
mortalis; mortale,sterblich; der Stebliche; der Mensch,5,x
acer; acris; acre,scharf; heftig; wild,5,x
omnis; omne,jeder; all; ganz,5,x
incredibilis; incredibile,unglaublich,5,x
mens; mentis,der Gesits; der Verstand,5,s
-que,und (nachgestellt),5,x
quidem,zwar; freilich,5,x
nullus; - a; -um; Gen. nullius; Dat. nulli,kein,5,x
immo,im Gegenteil; ja sogar,5,x
ne...quidem,nicht einmal,5,x
tollere; tollo; sustuli,hochheben; aufheben; erheben; beseitigen; wegnehmen; vernichten,5,v
demittere; demitto; demisi; dimissum,hinabschicken; sinken lassen,5,v
lux; lucis,das Licht; das Tageslicht,5,s
caput; capitis,das Haupt; der Kopf,5,s
immortalis; immortale,unsterblich; der Unsterbliche; der Gott,5,s
fatum; -i n ,das Schicksal; der Schicksalsspruch; der Götterspruch; das Verhängnis,5,s
auxilium; -i,die hilfe,5,s
ruere; ruo; rui,(sich) stürzen; eilen; rennen,5,v
cedere; cedo; cessi; cessum,(weg-) gehen; weichen; nachgeben,5,v
valere; valeo,gesund sein; vermögen; Einfluss haben,5,v
vale/valete,lebe wohl,5,x
nihil valere,nichts vermögen; keinen Einfluss haben,5,v
violare; violo,verletzen; Misshandeln,5,v
defendere; defendo; defendi (a/ab),verteidigen (gegen),5,v
meus; -a; -um,mein,5,x
vester; vestra; vestrum,euer,5,x
tuus; -a; -um,dein,5,x
noster; nostra; nostrum,unser,5,x
suus; -a; -um,sein; ihr,5,x
sui; -orum m (pl),die Seine; die Ihre,5,x
soror; sororis,die Schwester,5,s
permittere; permitto; permisi; permissum,erlauben; überlassen,5,v
prohibere; prohibeo,abhalten (von); hindern (an); verhindern,5,v
necesse est,es ist nötig,5,x
novus; -a; -um,neu; neuartig,5,x
condere; condo; condidi,gründen; bestatten,5,v
torquere; torqueo; torsi,foltern; quälen; drehen,5,v
quoque,auch,5,x
nox; noctis f; Gen Pl noctium,die Nacht,5,s
multa nocte,tief in der Nacht,5,x
prima nocte,zu begin der Nacht,5,x
ardere; ardeo; arsi,brennen; glühen,5,v
capere; capio; cepi; captum,nehmen; fangen; ergreifen; einnehmen,5,v
patria; -ae f,das Vaterland; dei Heimat,5,s
mare; maris; (Abl. S mari / Nom Akk Pl maria / Gen Pl marium),das Meer,5,s
errare; erro,sich irren; (umher)irren,5,v
ante,vor,5,x
lacrima; -ae,die Träne,5,s
pius; -a ; -um,fromm; verantwortungsbewusst; pflichtbewusst,5,
nullo modo,auf keine Weise,5,x
mai; -orum m (Pl),die Meinen; meine Leute,5,s
et...et,sowohl... als auch,5,x
ex eo tempore,seit dieser Zeit,5,x
de vita decedere,aus dem Leben scheiden,5,x
in mentem venire,in den sinn kommen,5,x
prima luce,bei Tagesanbruch,5,x
causa; -ae,der Grund; die Ursache; der Fall; der (Gerichts-)Prozess,5,s
ceteri; -ae; -a,die übrigen; die andren,5,x
infelix; infelicis,unglücklich,5,x
superbus; -a; -um,hochmütig; stolz,5,x
mox,bald; dann,5,x
umbra; -ae,der Schatten,5,s
inter,zwischen; während,5,x
vertere; verto; verti,drehen; (um)wenden,5,v
-ne,unübersetztes Fragepartikel,5,x
iurare; iuro,schwören,5,x
per deos iurare,bei den Göttern schwören,5,x
lacrimas tenere,Tränen zurückhalten,5,x
oculos vertere,seinen Blick richten auf,5,x
regnum; -i,die Herrschaft; die Königsherrschaft; das Reich,5,s
dum,(solange) bis; solange; (m. Ind. Präs) während,5,x
postquam,nachdem,5,x
quamquam,obwohl,5,x
murus,die Mauer,5,s
lupa; -ae,die Wölfin,5,s
fama; -ae f,das Gerücht; der (gute oder schlechte) Ruf,5,s
orare; oro,beten (zu); bitten,5,v
miles; militis,der Soldat,5,s
filia; -ae f,die Tochter,5,s
gerere; gero; gessi; gestum,tragen; führen; ausführen,5,v
negotia gerere,seinen Geschäften nachgehen,5,x
bellum gerere (cum),Krieg führen (mit),5,x
vestem gerere,ein Kleidungsstück tragen,5,x
se gerere,sich benehmen,5,x
res; rei f,die Sache; das Ding; die Angelegenheit,5,s
dies; diei m,der Tag,5,s
fides; fidei f,das Vertrauen; die Treue; die Zuverlässigkeit,5,s
fidem dare,sein Wort geben,5,x
fidem habere,Vertrauen schenken,5,x
acies; aciei f,die Schärfe; der Scharfsinn; die Schlachtreihe,5,s
acies mentis,der Scharfsinn; die Aufmerksamkeit (bc: die Schärfe des Gesites),5,x
aciem institutere,eine Schlachtreihe aufstellen,4,x
alius; alia; aliud; gen. alterius; dat. alii,ein anderer; eine andere; ein anderes... (adjektiv),5,x
alii...alii,die einen... die anderen...,5,x
alius aliud facit,jeder macht etwas anderes,5,x
accurrere; accurro; accucurri,hinzulaufen; herbeieilen,5,v
mortuus; -a; -um,tot (adjektiv),5,x
facies; faciei f,das Gesicht; das Aussehen,5,s
facie cognoscrere,am Gesicht erkennen,4,x
regnare; regno,König sein; herrschen; regieren,5,v
aliquando,einst; (irgendwann) einmal,5,x
militaris; militare,militärisch; soldatisch,5,x
res militaris,das Kriegswesen; die Kriegskunst,5,x
tempestas; tempestatis f,das Unwetter; das Gewitter,5,s
imber; imbris; gen.pl. imbrium,der Regen; der Regenguss,5,s
nubes; nubis; gen.pl. nubium,die Wolke,5,s
exclamare; exclamo,ausrufen; aufschreien,5,v
protegere; protego; protexi,bedecken; schützen,5,v
orationem habere,eine Rede halten,5,x
pacem facere,Frieden schließen,5,x
auctoritas; auctoritatis f,das Ansehen; der Einfluss,5,s
sperare; spero,hoffen; erhoffen,5,v
lex; legis f,das Gesetz,5,s
brevis; breve,kurz,5,x
brevi (tempore),in Kürze; in kurzer Zeit,5,x
hostis; hostis m/f,der/die Feind(in),5,s
indicare; indico,anzeigen; melden; verraten,5,v
exercitus; exercitUs m,das Heer,5,s
manus; manUs f,die Hand; die Schar,5,s
vultus; vultUs m,das Gesicht; die Miene; der Gesichtsausdruck,5,s
cultus; cultUs m,die Pflege; die Verehrung,5,s
domus; domUs f,das Haus,5,s
domo,von zu Hause weg,5,x
severus; -a; -um,ernst; streng,5,x
apertus; -a; -um,offen; offenkundig,5,x
finitimus; -a; -um,benachbart; Subst. der Nachbar,5,x
pietas; pietatis,die Frömmigkeit; das Pflichtgefühl; das Verantwortungsbewusstsein,5,s
humanitats; humanitatis,die Menschlichkeit; die Bildung,5,s
lacus; lacUs m,der See,5,s
situs; -a; -um,gelegen,5,x
minister; ministri m,der Diener,5,s
nympha; -ae,die Nymphe,5,s
divus; -a; -um,göttlich,5,x
cinis; cineris m,die Asche,4,s
villa; -ae f,die Villa; das Landhaus,5,s
avunculus; -i m,der Onkel,5,s
liber; libri,das Buch,4,s
publicus; -a; -um,öffentlich; staatlich,5,x
postea,nachher; später,4,x
regere; rego; rexi,lenken; leiten; beherrschen,4,v
civis; civis; m/f; genPl civium,der Bürger; die Bürgerin,4,s
opprimere; opprimo; oppressi; oppressum,überfallen; überwältigen; unterdrücken,4,v
servitus; servitutis f,die Sklaverei,4,s
pellere; pello; pepuli; pulsum,schlagen; stoßen; treiben; vertreiben,4,v
numquam,niemals,4,x
adiuvare; adiuvo; adiuvi; adiutum,helfen; unterstützen,4,v
fallere; fallo; fefelli,täuschen; unbemerkt bleiben,4,v
priusquam,ehe; bevor,4,x
vel,oder,4,x
vel... vel,entweder ... oder,4,x
stultus; -a; -um,dumm,4,x
insidae; -arum Pl.,der Hinterhalt; die Falle,4,s
promittere; promitto; promisi,versprechen,4,v
fere,fast; ungefähr,4,x
orbis; orbis; GenPl orbium,der Kreis; die Scheibe,4,s
velut,wie; wie zum Beispiel,4,x
ignoscere; ignosco; ignovi,verzeihen,4,v
modo,nur; eben noch; gerade,4,x
exilium; -i,die Verbannung; das Exil,4,s
restitutere; restituo; restitui,wiederharstellen,4,v
magistratus; magistratUs m,der Beamte; das Amt,4,s
moenia; moenium n Pl,die Mauer(n); die Stadtmauer(n),4,s
fortis; forte,tapfer; stark; tatkräftig,4,x
honestus; -a; -um,ehrenhaft; tapfer,4,x
neque/nec,und nicht; auch nicht,4,x
neque...neque / nec...nec,weder... noch,4,x
nobilis; nobile,vornehm; adelig; berühmt,4,x
exstinquere; exstinguo; exstinxi,auslöchen; löschen; vernichten,4,v
parere; pario; peperi,zur Welt bringen; erzeugen; erwerben,4,v
flectere; flecto; flexi,biegen; beugen; umstimmen,4,v
hic; haec; hoc,dieser (hier); diese (hier); dieses (hier),4,x
ille; illa; illud,jener; jene; jenes,4,x
mandare; mando,übergeben; anvertrauen; auftragen,4,v
dux; ducis m/f,der Anführer / die Anführerin,4,s
caedere; ceado; cecidi,fällen; niederschlagen; töten,4,v
alter; altera; alterum; gen alterius dat alteri,der eine (von beiden) ; der andere,4,x
alter...alter,der eine...der andere...,4,x
nuntiare; nuntio,melden; mitteilen,4,v
femina; feminae,die Frau,4,s
castra; -orum n Pl,das Lager; das Kriegslager,4,s
comes; comitis,der/die Gefährte*in; der/die Begleiter*in,4,s
nisi,wenn nicht; außer,4,x
non...nisi,nur ...wenn,4,x
an (im Fragesatz),oder (im Fragesatz),4,x
aspicere; aspicio; aspexi; aspectum,ansehen; erblicken,4,v
intra,innerhalb,4,x
odium; -i n,der Hass,4,s
numerus; -i,die Zahl; dei Anzahl,4,s
pugna; -ae f,der Kampf; die Schlacht,4,s
magnitudo; magnitudinis f,die Größe; die Erhabenheit,4,s
tacitus; -a; um,schweigend; still (adjktiv),4,x
elephantus; -i m,der Elefant,4,s
fuga; -ae f,die Flucht,4,s
litus; litoris,der Strand; die Küste,4,s
salvus; -a; -um,heil; unversehrt,4,x
laetus; -a; -um,froh; fröhlich,4,x
