Latein,Deutsch,Kartei,Wortart
dicere; dico; dixi; dictum,sagen; sprechen; reden; nennen,2,v
facere; facio; feci; factum,tun; machen; ausführen,4,v
cupere; cupio; cupivi; cupitum ,wünschen; haben wolln; begehren,2,v
novem,neun,4,x
mille,tausend,4,x
nummus,die Münze,4,s
poscere; posco; poposci,fordern,4,v
tres,drei,4,x
incendere; incendo; incendi; incensum,entflammen; in Brand setzen,2,v
sex,sechs,4,x
iterum,wiederum; ein zweies mal,4,x
certe,sicher; gewiss,4,x
si,wenn; falls,4,x
theatrum,das Theater,4,s
videre; video; vidi,sehen,4,v
ludus,das Spiel; die Schule; die (zirkus)Spiele,4,s
incipere; incipio; coepi,anfangen; beginnen,4,v
filius,der Sohn,4,s
effugere; effugio; effugi,entkommen,4,v
mercator,der Händler; Kaufmann,4,s
senator,der Senator,4,s
gladiator,der Gladiator,4,s
fur,der Dieb; die Diebin,4,s
clamor,der Schrei; das Gesschrei; der Lärm,4,s
esse; sum; fui,sein,4,v
adesse; adsum,da sein; helfen,4,x
abesse; absum,fort sein; weg sein; fehlen,4,x
retinere; retineo,zurückhalten; behalten; festhalten,4,v
intus,innne; im inneren,4,x
turba,die (Menschen-)Menge; das Durcheinander; das Gedränge,4,s
amor,die Liebe,4,s
dolor,der Schmerz,4,s
vita,das Leben; die Lebensweise,4,s
bestia,das (wilde) Tier,4,s
liberi,die Kinder,4,s
porta,die Tür; das Tor; der eingang,4,s
claudere; claudo; clausi; clausum,schließen; einschließen; versprerren,4,v
non iam,nicht mehr,4,x
larva,das Gespenst,4,s
persona,die Maske; die Rolle (im Schausoiel),4,s
scaena,die Bühne,4,s
occurrere; occuro; occurri,entgegenlaufen; -treten; begegnen,4,v
curia,die Kurie; das Rathaus,4,s
orator,der Redner,4,s
flamma,die Flamme,4,s
me,mich,4,x
fugere; fugio; fugi,fliehen (vor); meiden,4,v
locus,der Ort; der Platz; die Stelle,4,s
dare; do; dedi; datum,geben,4,v
appropinquare; appropinqo, sich nähern; näher kommen,4,v
relinquere; relinquo; reliqui; relictum,verlassen; zurücklassen,4,v
agere; ago; egi,tun; handeln; verhandeln; treiben,4,v
negotia agere,Geschäft betreiben,4,x
bestiam agere,ein Tier jagen,4,x
fabulam agere,ein Theaterstück aufführen,4,x
quid agis?,wie geht es dir?,4,x
vitam agere,sein Leben verbringen,4,x
mittere; mitto; misi; missum,schicken; loslassen; laufen lassen; werfen,4,v
posse ; possum; potui,können; vermögen,4,v
nondum,noch nicht,4,x
exspectare; exspecto,warten (auf); erwarten,4,v
statim,sofort; auf der Stelle,4,x
venia,die Nachsicht; die Verzeihung,4,s
veniam dare,verzeihen,4,x
resistere; resisto; resisti,sich widersetzen; Widerstand leisten,4,v
adhuc,bis jetzt; immer noch,4,x
explicare; explico,erklären,4,v
nuper,neulich,4,x
signum,das Zeichen; das Feldzeichen,4,s
vincere; vinco; vici; victum,siegen; besiegen,4,v
praemium,die Belohnung; der Lohn; der Preis,4,s
honor,die Ehre; das Eherenamt,4,s
studere; studeo,sich bemühen; (tum) wollen; studieren,4,v
vincere studere,siegen wollen,4,x
amico studere,sich um den Freund bemühen,4,x
vix,kaum; nur mit Mühe,4,x
equus,das Pferd,4,s
frustra,vergeblich; umsonst,4,x
denique,schließlich,4,x
petere; peto; petivi; petitum,bitte; verlangen; haben wollen; streben nach; erreichen wollen; aufsuchen; angreifen,2,v
senex; senis,der alte Mann; Greis,4,s
adulescens; adulescentis; adulescentium (gen. pl),der Jugendliche; der junge Mann,4,s
vox; vocis,die Stimme; das Wort,4,s
credere; credo; credidi; cretitum,glauben; vertrauen,4,v
incendium,der Brand; das Feuer,4,s
auctor; auctoris,der Urheber; der Grümder; der Schriftsteller,4,s
taberna,der Laden; das Wirtshaus,4,s
forte,zufällig,4,x
intellegere; intellego; intellexi; intellectum,erkennen; verstehen; einsehen,4,v
comprehendere; comprehendo; comprehendi; comprehensum,ergreifen; festnehmen; erfassen,4,v
servare; servo,retten (vor) ; bewahren ; beschützen,4,v
sollicitare; sollicito,beunruhigen; eregen,4,v
convincere; convinco; convici; convictum,überführen,4,v
gaudium,die Freude,4,s
gladius,das Schwert,4,s
arma; orum n,die Waffe,4,s
supplicium,die Strafe; die Todesstrafe; die Hinrichtung; das Gebet,4,s
populus; -i,das Volk,4,s
exercere; exerceo,üben; trainieren,4,v
medicus; -i,der Arzt,4,s
carere; careo,entbehren; nicht haben; frei sein von,4,v
ferrum,Eisen,4,s
se,sich,4,x
afficere; afficio; affeci (mit Abl.) ,versehen (mit),4,v
doloribus afficere,Schmerz zufügen,4,x
gaudio afficere,erfereuen,4,x
honor afficere,Ehre erweisen,4,x
supplicio afficere,hinrichten,4,x
licet,es ist jemanden möglich ; erlaubt,4,x
solum,nur,4,x
non solum sed etiam,nicht nur sondern auch,4,x
recreare; recreo,erholen,4,v
corpus; corporis,der Körper; der Leichnam,4,s
raro,selten,4,x
vulnus; vulneris,die Wunde,4,s
labor; laboris,die Arbeit; die Mühe,4,s
domum,heim;  nach Hause,4,x
decedere; decedo; decessi,weggehen; sterben,4,v
vestis; vestis f; vestium,das Kleid; die Kleidung,4,s
tunica,die Tunika,4,s
toga,die Toga,4,s
consul; -is m,der Konsul,4,s
currere; curro,laufen; rennen,4,v
habitare,wohnen; bewohnen,4,v
stare; sto; steti,stehen; dastehen,4,v
de,von...herab; von; über; um/wegen,4,x
de amico narrare,vom Freund erzählen,4,x
de amicis timere,um die Freunde angst haben,4,x
ad (akk),zu (...hin); bei; an; nach,4,x
per (akk),durch (...hindurch); über,4,x
post (akk),nach; hinter,4,x
e/ex (abl),aus; aus...heraus; von....her; seit,4,x
super (akk),über,4,x
cum (abl),mit,4,x
sine,ohne,4,x
in,(akk): in (...hinein); nach(...hin); gegen (wohin?) (abl): in an auf bei (wo),4,x
sub,(akk) unter (wohin); (abl) unter (wo),4,x
sermo; sermonis,das Gespräch; die Sprache,4,s
abdere; abdo; abdidi; abditum,verstecken; verbergen,4,v
oculus; -i,Auge,4,s
amittere; amitto; amisi; amissum,verlieren,4,v
vicus; -i,die Gasse; das Dorf,4,s
plebs; plebis f,das (einfache) Volk,4,s
pecunia; -ae,das Geld,4,s
timor; timoris m,die Angst; die Furcht,4,s
mutare; muto,ändern; verändern; verwandeln,4,v
possidere; possideo; possedi,besitzen,4,v
donum; -i,das Geschenk,4,s
poena; -ae,die Strafe,4,s
ponea/poenis afficere,bestrafen,4,x
studium; -i,Das Bemühen; das Streben; das wissenschaftlich Beschäftigen,4,s
nihil,nichts,4,x
convenire; convenio; conveni; conventum,passen; zusammentreffen; treffen,4,v
parentes; parent(i)um,die Eltern,4,s
libertas; libertatis f,die Freiheit,4,s
fortuna; -ae,Glück; das Schicksal,4,s
nos,Nom. wir; Akk. uns,4,x
vos,Nom. ihr; Akk. euch,4,x
is; ea; id,dieser; der(jenige); er,4,x
domi,daheim; zu Hause,4,x
ut,wie,4,x
a/ab (abl.),von; von...her; von...weg,4,x
gratia; -ae,der Dank; die anmut,4,s
libenter,gern,4,x
diligere; diligo; dilexi; dilectum,lieben; (sehr) schätzen,4,v
itaque,daher; deshalb,4,x
prodesse; prosum; profui,nützen,4,v
tamen,dennoch; jedoch,4,x
haud,nicht,4,x
paene,beinahe; fast,4,x
periculum; -i,die Gefahr,4,s
desinere; desino; desii,ablassen; aufhören,4,v
deponere; depono; deposui,ablegen; niederlegen,4,v
magnus; -a; -um,groß; wichtig,4,x
parvus; -a; um,klein; gerin,4,x
bonus; -a; -um,gut,4,x
bona; -orum n (pl),die Güter,4,s
malus; -a; um,böse; schlecht; schlimm,4,x
vir; viri,der Mann,4,s
puer; pueri,der Junge,4,s
magister; magisteri,der Lehrer,4,s
pulcher; pulchera; pulcherum,schön,4,x
miser; misera; miserum,arm; unglücklich; erbärmlich,4,x
cognoscere; cognosco; cognovi,kennenlernen; erkennen; erfahren,4,v
memoria; -ae,die Erinnerung; das Gedächtnis,4,s
memoria comprehendere,im Gedächtnis behalten,4,x
sumere; sumo; sumpsi,nehmen,4,v
iacere; iaceo,liegen,4,v
tempus; temporis n ,die Zeit,4,c
mos; moris m,die Sitte; der Bauch; PL auch Charakter,4,s
hodie,heute,4,x
multi; -ae; -a,viele,4,x
custos; custodis m,der Wächter,4,s
bibere; bibo; bibi,trinken,4,v
saepe,oft,4,x
mirus; -a ; um,erstaunlich; sonderbar; wunderbar,4,x
copia; -ae f,die Menge; der Vorrat; die Truppen,4,s
scelus; sceleris n,das Verbrechen; deer Frevel,4,s
parare; paro,bereiten; vorbereiten; erwerben; (mit Infinitiv) vorhaben zu,4,v
ita,so,4,x
descendere; descendo; descendi,herabsteigen; hinabsteigen,4,v
quaerere; quaero; quaesivi; quaesitum,suchen; (ex) jemanden fragen,4,v
invenire; invenio; inveni; inventum,finden; auffinden; erfinden,4,v
qui; quae; qod,der die das; welcher welche welches,4,x
mulier; mulieris f,die Frau,4,s
propinquus; a; um,nahe; benachbart; S der Verwandte,4,x
nepos; nepotis,der Neffe; der Enkel; der Nachfahre,4,s
maritus -i,der Ehemann,4,s
pugnare; pugno,kämpfen,4,v
scire; scio,wissen; kennen,4,v
modus; -i,die Art; Weise; das Maß,4,s
eiusmodi,derartig; solche,4,x
arcessere; arcesso; arcessivi; arcessitum,herbeirufen; holen (lassen),2,v
vinculum,die Fessel,4,s
via; -ae,der Weg; die Straße,4,s
unus; -a; -um; gen:unius dat:uni,ein(er); rein einziger,4,x
accedere; accedo; accessi,herbeikommen; herantreten; sich nähern,4,v
oratio; orationis,die Rede,4,s
ergo,also; folglich,4,x
urbs; urbis; gen.plu urbium,die Stadt; die Großstadt; die Hauptstadt,4,s
componere; compono; composui,zusammenstellen; verfassen; ordnen,4,v
quomodo,wie; auf welche Weise,4,x
indicium; -i n,de Beweis,4,s
animus; -i,die Gesinung; der Sinn; Mut; der Geist,4,s
pergere; pergo; perrexi,fortsetzen; weitermachen; aufbrechen,4,v
clam,heimlich,4,x
pater; patris,der Vater,4,s
clarus; -a; -um,berühmt; klar,4,x
diu,lange (Zeit),4,x
reprehendere; reprehendo; reprehendi; reprehensum,tadeln; kritisieren,4,v
perdere; perdo; perdidi; perditum,vernichten; verlieren; umbringen; verderben,4,v
sceleratus; -a; um,verbrecherisch; frevelhaft; subst: der Verbrecher,4,x
magis,mehr,4,x
quam,als,4,x
coniunx; coniugis,der Ehemann; die Ehefrau,4,s
cena,Hauptmalzeit; Gastmahl,4,s
clelebrare; celebro,feiern,4,v
quia,weil,4,x
susinere; sustineo,aushalten; ertragen,4,v
nonne?,etwa nicht?,4,x
placere; placeo,gefallen,4,v
hospes; hospetis,der Gast; der Gastgeber,4,s
fames; famis,der Hunger,4,s
frater; fratris,der Bruder,4,s
ecce!,sieh da! schaut!,4,x
tam,so,4,x
seavus; -a; um,wild; wütend; grimmig,4,x
certare; certo,streiten; kämpfen,4,v
quondam,einmal; einst,4,x
instituere; instituo; instituti,unterrichten; einführen; errichten,4,s
pax; pacis,der Friede,4,s
parcere; parco; peperci (mit Dat),verschonen; sparen,4,v
ira; -ae,der Zorn; die Wut,4,s
mater; matris,die Mutter,4,S
abesse; absum; afui,fort sein; weg sein; fehlen,4,v
adesse; adsum; affui,da sein; helfen,4,v
velle; volo; volui,wollen,4,v
nolle; nolo; nolui,nicht wollen,4,v
malle; malo; malui,lieber wollen,4,v
conspicere; conspicio; conspexi; conspectum,erblicken; sehen,4,v
iter; itineris,die Reise; der Weg; der Marsch,4,s
movere; moveo; movi; motum,bewegen; erregen,2,v
ducere; duco; duxi; ductum,führen; ziehen,2,v
fortasse,vielleicht,4,x
huc,hierher,4,x
caelum; -i,der Himmel,4,s
terra; -ae,das Land; die Erde,4,s
mons; montis m; GenPl montium,der Berg,4,s
altus;-a;-um,hoch; tief,4,x
tangere; tango; tetigi,berühren; erreichen,4,v
invadere; invado; invasi,eindringen; angreifen,4,v
potentia; -ae,die Macht,4,s
superare; supero,überwinden; besiegen,4,v
consistere; consisto; consisti,stehen bleiben; sich aufstellen,4,v
inferi; -orum m,die (Bewohner der) Unterwelt,4,s
neglegere; neglego; neglexi; neglectum,vernachlässigen; gering schätzen; nicht beachten,4,v
prope,(adv.) nahe; in der Nähe; (präp mit akk.) nahe; in der Nähe von,4,x
bellum; -i,der Krieg,4,s
homo; hominis m,der Mensch,4,s
tradere; trado; tradidi; traditum,übergeben; überliefern,4,v
fingere; fingo; finxi,formen; gestalten; sich ausdenken,4,v
nomen; nominis,der Name,4,s
terrere; terreo,jemanden erschrecken,4,v
voluntas; voluntatis,der Wille,4,s
nescire; nescio,nicht wissen,4,v
vivere; vivo; vixi,leben,4,v
tectum,das Haus,4,s
ager; agri,der Acker; das Feld; das Land,4,s
pecus; pecoris,das Veih; die Viehherde,4,s
alere; alo; alui,aufziehen; (er)nähren,4,v
ignis; ignis,das Feuer,4,s
rapere; rapio; rapui; raptum,rauben,1,v
antea,früher,4,x
dolus,die List; die Täuschung,4,s
vas; vasis,das Gefäß,4,s
morbus; -i,die Krankheit,4,s
tenere; teneo,halten; festhalten,4,v
oportet; oportuit,es gehört sich; man muss,4,x
mors; mortis,der Tod,4,s
servire; servio,dienen; Skalve sein,4,v
rex; regis,der König,4,S
iubere; iubeo; iussi,befehlen; anordnen,4,v
vis;-;-;vim;vi f; PL. vires; virum,die Kraft; die Gewalt; die Menge; Pl auch Streitkräfte,4,s
sic,so; auf diese Weise,4,x
negare; nego,leugnen; sagen - dass nicht,4,v
putare; puto,glauben; meinen,4,v
invidere; invideo; invidi (m Dat),beneiden,4,v
instare; insto; institi,bevorstehen; drohen; bedrängen,4,v
iuvenis; iuvenis m,der junge Mann,4,s
malum,der Apfel,4,s
aureus; -; -um,golden; vergoldet,4,x
pendere; pendeo; pependi,hängen,4,v
suscipere; suscipio; suscepi,aufnehmen; auf sich nehmen; unternehmen,4,v
necare; neco,töten,4,v
umerus; -i,die schulter,4,s
socius; -i,der Gefährte; der Kamerad; der Bundesgenosse,4,s
contra,gegen,4,x
nonnulli; -ae; -a,einige; manche,4,x
constat; constitit,es steht fest; es ist bekannt,4,x
poeta; -ae -m,der Dichter,4,s
imponere; impono; imposui,hineinstellen; auferlegen; auf die Schulter legen - aufbürden,4,v
ponere; pono; posui,setzen; legen (auf); stellen,4,v
pauci; -ae; -a,wenige,4,x
hora; -ae f,die Stunde,4,s
saeculum; -i n,das Jahrhundert; das Zeitalter,4,s
procul,in der Ferne; aus der Ferne; fern,4,x
custodire; custodio,bewachen; beschützen,4,v
interea,inzwischen,4,x
profecto,in der Tat; tatsächlich,4,x
augere; augeo; auxi; auctum,vermehren; vergrößern,4,v
leo; leonis,der Löwe,4,s
annus,das Jahr,4,s
gloria; -ae,der Ruhm; die Ehre,4,s
ingens; ingentis,riesig; gewaltig,4,x
celer; celeris; celee,schnell,4,x
mortalis; mortale,sterblihc; der Stebliche; der Mensch,4,x
acer; acris; acre,scharf; heftig; wild,4,x
omnis; omne,jeder; all; ganz,4,x
incredibilis; incredibile,unglaublich,4,x
mens; mentis,der Gesits; der Verstand,4,s
-que,und (nachgestellt),4,x
quidem,zwar; freilich,4,x
nullus; - a; -um; Gen. nullius; Dat. nulli,kein,4,x
immo,im Gegenteil; ja sogar,4,x
ne...quidem,nicht einmal,4,x
tollere; tollo; sustuli,hochheben; aufheben; erheben; beseitigen; wegnehmen; vernichten,4,v
demittere; demitto; demisi; dimissum,hinabschicken; sinken lassen,4,v
lux; lucis,das Licht; das Tageslicht,4,s
caput; capitis,das Haupt; der Kopf,4,s
immortalis; immortale,unsterblich; der Unsterbliche; der Gott,4,s
fatum; -i n ,das Schicksal; der Schicksalsspruch; der Götterspruch; das Verhängnis,4,s
auxilium; -i,die hilfe,4,s
ruere; ruo; rui,(sich) stürzen; eilen; rennen,4,v
cedere; cedo; cessi,(weg-) gehen; weichen; nachgeben,4,v
valere; valeo,gesund sein; vermögen; Einfluss haben,4,v
vale/valete,lebe wohl,4,x
nihil valere,nichts vermögen; keinen Einfluss haben,4,v
violare; violo,verletzen; Misshandeln,4,v
defendere; defendo; defendi (a/ab),verteidigen (gegen),4,v
meus; -a; -um,mein,4,x
vester; vestra; vestrum,euer,4,x
tuus; -a; -um,dein,4,x
noster; nostra; nostrum,unser,4,x
suus; -a; -um,sein; ihr,4,x
sui; -orum m (pl),die Seine; die Ihre,4,x
soror; sororis,die Schwester,4,s
permittere; permitto; permisi; permissum,erlauben; überlassen,4,v
prohibere; prohibeo,abhalten (von); hindern (an); verhindern,4,v
necesse est,es ist nötig,4,x
novus; -a; -um,neu; neuartig,4,x
condere; condo; condidi,gründen; bestatten,4,v
torquere; torqueo; torsi,foltern; quälen; drehen,4,v
quoque,auch,4,x
nox; noctis f; Gen Pl noctium,die Nacht,4,s
multa nocte,tief in der Nacht,4,x
prima nocte,zu begin der Nacht,4,x
ardere; ardeo; arsi,brennen; glühen,4,v
capere; capio; cepi; captum,nehmen; fangen; ergreifen; einnehmen,4,v
patria; -ae f,das Vaterland; dei Heimat,4,s
mare; maris; (Abl. S mari / Nom Akk Pl maria / Gen Pl marium),das Meer,4,s
errare; erro,sich irren; (umher)irren,4,v
ante,vor,4,x
lacrima; -ae,die Träne,4,s
pius; -a ; -um,fromm; verantwortungsbewusst; pflichtbewusst,4,
nullo modo,auf keine Weise,4,x
mai; -orum m (Pl),die Meinen; meine Leute,4,s
et...et,sowohl... als auch,4,x
ex eo tempore,seit dieser Zeit,4,x
de vita decedere,aus dem Leben scheiden,4,x
in mentem venire,in den sinn kommen,4,x
prima luce,bei Tagesanbruch,4,x
causa; -ae,der Grund; die Ursache; der Fall; der (Gerichts-)Prozess,4,s
ceteri; -ae; -a,die übrigen; die andren,4,x
infelix; infelicis,unglücklich,4,x
superbus; -a; -um,hochmütig; stolz,4,x
mox,bald; dann,4,x
umbra; -ae,der Schatten,4,s
inter,zwischen; während,4,x
vertere; verto; verti,drehen; (um)wenden,4,v
-ne,unübersetztes Fragepartikel,4,x
iurare; iuro,schwören,4,x
per deos iurare,bei den Göttern schwören,4,x
lacrimas tenere,Tränen zurückhalten,4,x
oculos vertere,seinen Blick richten auf,4,x
regnum; -i,die Herrschaft; die Königsherrschaft; das Reich,4,s
dum,(solange) bis; solange; (m. Ind. Präs) während,4,x
postquam,nachdem,4,x
quamquam,obwohl,4,x
murus,die Mauer,4,s
lupa; -ae,die Wölfin,4,s
fama; -ae f,das Gerücht; der (gute oder schlechte) Ruf,4,s
orare; oro,beten (zu); bitten,4,v
miles; militis,der Soldat,4,s
filia; -ae f,die Tochter,4,s
gerere; gero; gessi; gestum,tragen; führen; ausführen,4,v
negotia gerere,seinen Geschäften nachgehen,4,x
bellum gerere (cum),Krieg führen (mit),4,x
vestem gerere,ein Kleidungsstück tragen,4,x
se gerere,sich benehmen,4,x
res; rei f,die Sache; das Ding; die Angelegenheit,4,s
dies; diei m,der Tag,4,s
fides; fidei f,das Vertrauen; die Treue; die Zuverlässigkeit,4,s
fidem dare,dein Wort geben,4,x
fidem habere,Vertrauen schenken,4,x
acies; aciei f,die Schärfe; der Scharfsinn; die Schlachtreihe,4,s
acies mentis,der Scharfsinn; die Aufmerksamkeit (bc: die Schärfe des Gesites),4,x
aciem institutere,eine Schlachtreihe aufstellen,4,x
alius; alia; aliud; gen. alterius; dat. alii,ein anderer; eine andere; ein anderes... (adjektiv),4,x
alii...alii,die einen... die anderen...,4,x
alius aliud facit,jeder macht etwas anderes,4,x
accurrere; accurro; accucurri,hinzulaufen; herbeieilen,4,v
mortuus; -a; -um,tot (adjektiv),4,x
facies; faciei f,das Gesicht; das Aussehen,4,s
facie cognoscrere,am Gesicht erkennen,4,x
regnare; regno,König sein; herrschen; regieren,4,v
aliquando,einst; (irgendwann) einmal,4,x
militaris; militare,militärisch; soldatisch,4,x
res militaris,das Kriegswesen; die Kriegskunst,4,x
tempestas; tempestatis f,das Unwetter; das Gewitter,4,s
imber; imbris; gen.pl. imbrium,der Regen; der Regenguss,4,s
nubes; nubis; gen.pl. nubium,die Wolke,4,s
exclamare; exclamo,ausrufen; aufschreien,4,v
protegere; protego; protexi,bedecken; schützen,4,v
orationem habere,eine Rede halten,4,x
pacem facere,Frieden schließen,4,x
auctoritas; auctoritatis f,das Ansehen; der Einfluss,4,s
sperare; spero,hoffen; erhoffen,4,v
lex; legis f,das Gesetz,4,s
brevis; breve,kurz,4,x
brevi (tempore),in Kürze; in kurzer Zeit,4,x
hostis; hostis m/f,der/die Feind(in),4,s
indicare; indico,anzeigen; melden; verraten,4,v
exercitus; exercitUs m,das Heer,4,s
manus; manUs f,die Hand; die Schar,4,s
vultus; vultUs m,das Gesicht; die Miene; der Gesichtsausdruck,4,s
cultus; cultUs m,die Pflege; die Verehrung,4,s
domus; domUs f,das Haus,4,s
domo,von zu Hause weg,4,x
severus; -a; -um,ernst; streng,4,x
apertus; -a; -um,offen; offenkundig,4,x
finitimus; -a; -um,benachbart; Subst. der Nachbar,4,x
pietas; pietatis,die Frömmigkeit; das Pflichtgefühl; das Verantwortungsbewusstsein,4,s
humanitats; humanitatis,die Menschlichkeit; die Bildung,4,s
lacus; lacUs m,der See,4,s
situs; -a; -um,gelegen,4,x
minister; ministri m,der Diener,4,s
nympha; -ae,die Nymphe,4,s
divus; -a; -um,göttlich,4,x
cinis; cineris m,die Asche,4,s
villa; -ae f,die Villa; das Landhaus,4,s
avunculus; -i m,der Onkel,4,s
liber; libri,das Buch,4,s
publicus; -a; -um,öffentlich; staatlich,4,x
postea,nachher; später,4,x
regere; rego; rexi,lenken; leiten; beherrschen,4,v
civis; civis; m/f; genPl civium,der Bürger; die Bürgerin,4,s
opprimere; opprimo; oppressi; oppressum,überfallen; überwältigen; unterdrücken,4,v
servitus; servitutis f,die Sklaverei,4,s
pellere; pello; pepuli,schlagen; stoßen; treiben; vertreiben,4,v
numquam,niemals,4,x
adiuvare; adiuvo; adiuvi,helfen; unterstützen,4,v
fallere; fallo; fefelli,täuschen; unbemerkt bleiben,4,v
priusquam,ehe; bevor,4,x
vel,oder,4,x
vel... vel,entweder ... oder,4,x
stultus; -a; -um,dumm,4,x
insidae; -arum Pl.,der Hinterhalt; die Falle,4,s
promittere; promitto; promisi,versprechen,4,v
fere,fast; ungefähr,4,x
orbis; orbis; GenPl orbium,der Kreis; die Scheibe,4,s
velut,wie; wie zum Beispiel,4,x
ignoscere; ignosco; ignovi,verzeihen,4,v
modo,nur; eben noch; gerade,4,x
exilium; -i,die Verbannung; das Exil,4,s
restitutere; restituo; restitui,wiederharstellen,4,v
magistratus; magistratUs m,der Beamte; das Amt,4,s
moenia; moenium n Pl,die Mauer(n); die Stadtmauer(n),4,s
fortis; forte,tapfer; stark; tatkräftig,4,x
honestus; -a; -um,ehrenhaft; tapfer,4,x
neque/nec,und nicht; auch nicht,4,x
neque...neque / nec...nec,weder... noch,4,x
nobilis; nobile,vornehm; adelig; berühmt,4,x
exstinquere; exstinguo; exstinxi,auslöchen; löschen; vernichten,4,v
parere; pario; peperi,zur Welt bringen; erzeugen; erwerben,4,v
flectere; flecto; flexi,biegen; beugen; umstimmen,4,v
hic; haec; hoc,dieser (hier); diese (hier); dieses (hier),4,x
ille; illa; illud,jener; jene; jenes,4,x
mandare; mando,übergeben; anvertrauen; auftragen,4,v
dux; ducis m/f,der Anführer / die Anführerin,4,s
caedere; ceado; cecidi,fällen; niederschlagen; töten,4,v
alter; altera; alterum; gen alterius dat alteri,der eine (von beiden) ; der andere,4,x
alter...alter,der eine...der andere...,4,x
nuntiare; nuntio,melden; mitteilen,4,v
femina; feminae,die Frau,4,s
castra; -orum n Pl,das Lager; das Kriegslager,4,s
comes; comitis,der/die Gefährte*in; der/die Begleiter*in,4,s
nisi,wenn nicht; außer,4,x
non...nisi,nur ...wenn,4,x
an (im Fragesatz),oder (im Fragesatz),4,x
aspicere; aspicio; aspexi; aspectum,ansehen; erblicken,4,v
intra,innerhalb,4,x
odium; -i n,der Hass,4,s
numerus; -i,die Zahl; dei Anzahl,4,s
pugna; -ae f,der Kampf; die Schlacht,4,s
magnitudo; magnitudinis f,die Größe; die Erhabenheit,3,s
tacitus; -a; um,schweigend; still (adjktiv),4,x
elephantus; -i m,der Elefant,4,s
fuga; -ae f,die Flucht,4,s
litus; litoris,der Strand; die Küste,4,s
salvus; -a; -um,heil; unversehrt,4,x
laetus; -a; -um,froh; fröhlich,4,x
navis; navis; f GP navium,das Schiff,4,s
