Latein,Deutsch,Kartei,Wortart
servare; servo,retten (vor) ; bewahren ; beschützen,6,v
sollicitare; sollicito,beunruhigen; eregen,6,v
convincere; convinco; convici; convictum,überführen,6,v
gaudium,die Freude,6,s
gladius,das Schwert,6,s
arma; orum n,die Waffe,6,s
supplicium,die Strafe; die Todesstrafe; die Hinrichtung; das Gebet,6,s
populus; -i,das Volk,6,s
exercere; exerceo,üben; trainieren,6,v
medicus; -i,der Arzt,6,s
carere; careo,entbehren; nicht haben; frei sein von,6,v
ferrum,Eisen,6,s
se,sich,6,x
afficere; afficio; affeci (mit Abl.) ,versehen (mit),6,v
doloribus afficere,Schmerz zufügen,6,x
gaudio afficere,erfereuen,6,x
honor afficere,Ehre erweisen,6,x
supplicio afficere,hinrichten,6,x
licet,es ist jemanden möglich ; erlaubt,6,x
solum,nur,6,x
non solum sed etiam,nicht nur sondern auch,6,x
recreare; recreo,erholen,6,v
corpus; corporis,der Körper; der Leichnam,6,s
raro,selten,6,x
vulnus; vulneris,die Wunde,6,s
labor; laboris,die Arbeit; die Mühe,6,s
domum,heim;  nach Hause,6,x
decedere; decedo; decessi; decessum,weggehen; sterben,6,v
vestis; vestis f; vestium,das Kleid; die Kleidung,6,s
tunica,die Tunika,6,s
toga,die Toga,6,s
consul; -is m,der Konsul,6,s
currere; curro; cucurri; cursum,laufen; rennen,1,v
habitare,wohnen; bewohnen,6,v
stare; sto; steti,stehen; dastehen,6,v
de,von...herab; von; über; um/wegen,6,x
de amico narrare,vom Freund erzählen,6,x
de amicis timere,um die Freunde angst haben,6,x
ad (akk),zu (...hin); bei; an; nach,6,x
per (akk),durch (...hindurch); über,6,x
post (akk),nach; hinter,6,x
e/ex (abl),aus; aus...heraus; von....her; seit,6,x
super (akk),über,6,x
cum (abl),mit,6,x
sine,ohne,6,x
in,(akk): in (...hinein); nach(...hin); gegen (wohin?) (abl): in an auf bei (wo),6,x
sub,(akk) unter (wohin); (abl) unter (wo),6,x
sermo; sermonis,das Gespräch; die Sprache,6,s
abdere; abdo; abdidi; abditum,verstecken; verbergen,6,v
oculus; -i,Auge,6,s
amittere; amitto; amisi; amissum,verlieren,6,v
vicus; -i,die Gasse; das Dorf,6,s
plebs; plebis f,das (einfache) Volk,6,s
pecunia; -ae,das Geld,6,s
timor; timoris m,die Angst; die Furcht,6,s
mutare; muto,ändern; verändern; verwandeln,6,v
possidere; possideo; possedi; possessum,besitzen,1,v
donum; -i,das Geschenk,6,s
poena; -ae,die Strafe,6,s
ponea/poenis afficere,bestrafen,6,x
studium; -i,Das Bemühen; das Streben; das wissenschaftlich Beschäftigen,6,s
nihil,nichts,6,x
convenire; convenio; conveni; conventum,passen; zusammentreffen; treffen,6,v
parentes; parent(i)um,die Eltern,6,s
libertas; libertatis f,die Freiheit,6,s
fortuna; -ae,Glück; das Schicksal,6,s
nos,Nom. wir; Akk. uns,6,x
vos,Nom. ihr; Akk. euch,6,x
is; ea; id,dieser; der(jenige); er,6,x
domi,daheim; zu Hause,6,x
ut,wie,6,x
a/ab (abl.),von; von...her; von...weg,6,x
gratia; -ae,der Dank; die anmut,6,s
libenter,gern,6,x
diligere; diligo; dilexi; dilectum,lieben; (sehr) schätzen,6,v
itaque,daher; deshalb,6,x
prodesse; prosum; profui,nützen,6,v
tamen,dennoch; jedoch,6,x
haud,nicht,6,x
paene,beinahe; fast,6,x
periculum; -i,die Gefahr,6,s
desinere; desino; desii; desitum,ablassen; aufhören,6,v
deponere; depono; deposui; depositum,ablegen; niederlegen,6,v
magnus; -a; -um,groß; wichtig,6,x
parvus; -a; um,klein; gerin,6,x
bonus; -a; -um,gut,6,x
bona; -orum n (pl),die Güter,6,s
malus; -a; um,böse; schlecht; schlimm,6,x
vir; viri,der Mann,6,s
puer; pueri,der Junge,6,s
magister; magisteri,der Lehrer,6,s
pulcher; pulchera; pulcherum,schön,6,x
miser; misera; miserum,arm; unglücklich; erbärmlich,6,x
cognoscere; cognosco; cognovi,kennenlernen; erkennen; erfahren,6,v
memoria; -ae,die Erinnerung; das Gedächtnis,6,s
memoria comprehendere,im Gedächtnis behalten,6,x
sumere; sumo; sumpsi,nehmen,6,v
iacere; iaceo,liegen,6,v
tempus; temporis n ,die Zeit,6,c
mos; moris m,die Sitte; der Bauch; PL auch Charakter,6,s
hodie,heute,6,x
multi; -ae; -a,viele,6,x
custos; custodis m,der Wächter,6,s
bibere; bibo; bibi,trinken,6,v
saepe,oft,6,x
mirus; -a ; um,erstaunlich; sonderbar; wunderbar,6,x
copia; -ae f,die Menge; der Vorrat; die Truppen,6,s
scelus; sceleris n,das Verbrechen; deer Frevel,6,s
parare; paro,bereiten; vorbereiten; erwerben; (mit Infinitiv) vorhaben zu,6,v
ita,so,6,x
descendere; descendo; descendi; descensum,herabsteigen; hinabsteigen,6,v
quaerere; quaero; quaesivi; quaesitum,suchen; (ex) jemanden fragen,6,v
invenire; invenio; inveni; inventum,finden; auffinden; erfinden,6,v
qui; quae; qod,der die das; welcher welche welches,6,x
mulier; mulieris f,die Frau,6,s
propinquus; a; um,nahe; benachbart; S der Verwandte,6,x
nepos; nepotis,der Neffe; der Enkel; der Nachfahre,6,s
maritus -i,der Ehemann,6,s
pugnare; pugno,kämpfen,6,v
scire; scio,wissen; kennen,6,v
modus; -i,die Art; Weise; das Maß,6,s
eiusmodi,derartig; solche,6,x
arcessere; arcesso; arcessivi; arcessitum,herbeirufen; holen (lassen),6,v
vinculum,die Fessel,6,s
via; -ae,der Weg; die Straße,6,s
unus; -a; -um; gen:unius dat:uni,ein(er); ein einziger,6,x
accedere; accedo; accessi; accessum,herbeikommen; herantreten; sich nähern,6,v
oratio; orationis,die Rede,6,s
ergo,also; folglich,6,x
urbs; urbis; gen.plu urbium,die Stadt; die Großstadt; die Hauptstadt,6,s
componere; compono; composui; compositum,zusammenstellen; verfassen; ordnen,6,v
quomodo,wie; auf welche Weise,6,x
indicium; -i n,de Beweis,6,s
animus; -i,die Gesinung; der Sinn; Mut; der Geist,6,s
pergere; pergo; perrexi,fortsetzen; weitermachen; aufbrechen,6,v
clam,heimlich,6,x
pater; patris,der Vater,6,s
clarus; -a; -um,berühmt; klar,6,x
diu,lange (Zeit),6,x
reprehendere; reprehendo; reprehendi; reprehensum,tadeln; kritisieren,6,v
perdere; perdo; perdidi; perditum,vernichten; verlieren; umbringen; verderben,6,v
sceleratus; -a; um,verbrecherisch; frevelhaft; subst: der Verbrecher,6,x
magis,mehr,6,x
quam,als,6,x
coniunx; coniugis,der Ehemann; die Ehefrau,6,s
cena,Hauptmalzeit; Gastmahl,6,s
clelebrare; celebro,feiern,6,v
quia,weil,6,x
susinere; sustineo,aushalten; ertragen,6,v
nonne?,etwa nicht?,6,x
placere; placeo,gefallen,6,v
hospes; hospetis,der Gast; der Gastgeber,6,s
fames; famis,der Hunger,6,s
frater; fratris,der Bruder,6,s
ecce!,sieh da! schaut!,6,x
tam,so,6,x
seavus; -a; um,wild; wütend; grimmig,6,x
certare; certo,streiten; kämpfen,6,v
quondam,einmal; einst,6,x
instituere; instituo; instituti,unterrichten; einführen; errichten,6,s
pax; pacis,der Friede,6,s
parcere; parco; peperci (mit Dat),verschonen; sparen,6,v
ira; -ae,der Zorn; die Wut,6,s
mater; matris,die Mutter,6,S
abesse; absum; afui,fort sein; weg sein; fehlen,6,v
adesse; adsum; affui,da sein; helfen,6,v
velle; volo; volui,wollen,6,v
nolle; nolo; nolui,nicht wollen,6,v
malle; malo; malui,lieber wollen,6,v
conspicere; conspicio; conspexi; conspectum,erblicken; sehen,6,v
iter; itineris,die Reise; der Weg; der Marsch,6,s
movere; moveo; movi; motum,bewegen; erregen,6,v
ducere; duco; duxi; ductum,führen; ziehen,6,v
fortasse,vielleicht,6,x
huc,hierher,6,x
caelum; -i,der Himmel,6,s
terra; -ae,das Land; die Erde,6,s
mons; montis m; GenPl montium,der Berg,6,s
altus;-a;-um,hoch; tief,6,x
tangere; tango; tetigi; tactum,berühren; erreichen,1,v
invadere; invado; invasi,eindringen; angreifen,6,v
potentia; -ae,die Macht,6,s
superare; supero,überwinden; besiegen,6,v
consistere; consisto; consisti,stehen bleiben; sich aufstellen,6,v
inferi; -orum m,die (Bewohner der) Unterwelt,6,s
neglegere; neglego; neglexi; neglectum,vernachlässigen; gering schätzen; nicht beachten,6,v
prope,(adv.) nahe; in der Nähe; (präp mit akk.) nahe; in der Nähe von,6,x
bellum; -i,der Krieg,6,s
homo; hominis m,der Mensch,6,s
tradere; trado; tradidi; traditum,übergeben; überliefern,6,v
fingere; fingo; finxi; fictum,formen; gestalten; sich ausdenken,6,v
nomen; nominis,der Name,6,s
terrere; terreo,jemanden erschrecken,6,v
voluntas; voluntatis,der Wille,6,s
nescire; nescio,nicht wissen,6,v
vivere; vivo; vixi,leben,6,v
tectum,das Haus,6,s
ager; agri,der Acker; das Feld; das Land,6,s
pecus; pecoris,das Veih; die Viehherde,6,s
alere; alo; alui,aufziehen; (er)nähren,6,v
ignis; ignis,das Feuer,6,s
rapere; rapio; rapui; raptum,rauben,6,v
antea,früher,6,x
dolus,die List; die Täuschung,6,s
vas; vasis,das Gefäß,6,s
morbus; -i,die Krankheit,6,s
tenere; teneo,halten; festhalten,6,v
oportet; oportuit,es gehört sich; man muss,6,x
mors; mortis,der Tod,6,s
servire; servio,dienen; Skalve sein,6,v
rex; regis,der König,6,S
iubere; iubeo; iussi; iussum,befehlen; anordnen,6,v
vis;-;-;vim;vi f; PL. vires; virum,die Kraft; die Gewalt; die Menge; Pl auch Streitkräfte,6,s
sic,so; auf diese Weise,6,x
negare; nego,leugnen; sagen - dass nicht,6,v
putare; puto,glauben; meinen,6,v
invidere; invideo; invidi (m Dat),beneiden,6,v
instare; insto; institi,bevorstehen; drohen; bedrängen,6,v
iuvenis; iuvenis m,der junge Mann,6,s
malum,der Apfel,6,s
aureus; -; -um,golden; vergoldet,6,x
pendere; pendeo; pependi,hängen,6,v
suscipere; suscipio; suscepi,aufnehmen; auf sich nehmen; unternehmen,6,v
necare; neco,töten,6,v
umerus; -i,die schulter,6,s
socius; -i,der Gefährte; der Kamerad; der Bundesgenosse,6,s
contra,gegen,6,x
nonnulli; -ae; -a,einige; manche,6,x
constat; constitit,es steht fest; es ist bekannt,6,x
poeta; -ae -m,der Dichter,6,s
imponere; impono; imposui; impositum,hineinstellen; auferlegen; auf die Schulter legen - aufbürden,6,v
ponere; pono; posui; positum,setzen; legen (auf); stellen,6,v
pauci; -ae; -a,wenige,6,x
hora; -ae f,die Stunde,6,s
saeculum; -i n,das Jahrhundert; das Zeitalter,6,s
procul,in der Ferne; aus der Ferne; fern,6,x
custodire; custodio,bewachen; beschützen,6,v
interea,inzwischen,6,x
profecto,in der Tat; tatsächlich,6,x
augere; augeo; auxi; auctum,vermehren; vergrößern,6,v
leo; leonis,der Löwe,6,s
annus,das Jahr,6,s
gloria; -ae,der Ruhm; die Ehre,6,s
ingens; ingentis,riesig; gewaltig,6,x
celer; celeris; celere,schnell,6,x
mortalis; mortale,sterblich; der Stebliche; der Mensch,6,x
acer; acris; acre,scharf; heftig; wild,6,x
omnis; omne,jeder; all; ganz,6,x
incredibilis; incredibile,unglaublich,6,x
mens; mentis,der Gesits; der Verstand,6,s
-que,und (nachgestellt),6,x
quidem,zwar; freilich,6,x
nullus; - a; -um; Gen. nullius; Dat. nulli,kein,6,x
immo,im Gegenteil; ja sogar,6,x
ne...quidem,nicht einmal,6,x
tollere; tollo; sustuli; sublatum,hochheben; aufheben; erheben; beseitigen; wegnehmen; vernichten,6,v
demittere; demitto; demisi; dimissum,hinabschicken; sinken lassen,6,v
lux; lucis,das Licht; das Tageslicht,6,s
caput; capitis,das Haupt; der Kopf,6,s
immortalis; immortale,unsterblich; der Unsterbliche; der Gott,6,s
fatum; -i n ,das Schicksal; der Schicksalsspruch; der Götterspruch; das Verhängnis,6,s
auxilium; -i,die hilfe,6,s
ruere; ruo; rui,(sich) stürzen; eilen; rennen,6,v
cedere; cedo; cessi; cessum,(weg-) gehen; weichen; nachgeben,6,v
valere; valeo,gesund sein; vermögen; Einfluss haben,6,v
vale/valete,lebe wohl,6,x
nihil valere,nichts vermögen; keinen Einfluss haben,6,v
violare; violo,verletzen; Misshandeln,6,v
defendere; defendo; defendi; defensum (a/ab),verteidigen (gegen),6,v
meus; -a; -um,mein,6,x
vester; vestra; vestrum,euer,6,x
tuus; -a; -um,dein,6,x
noster; nostra; nostrum,unser,6,x
suus; -a; -um,sein; ihr,6,x
sui; -orum m (pl),die Seine; die Ihre,6,x
soror; sororis,die Schwester,6,s
permittere; permitto; permisi; permissum,erlauben; überlassen,6,v
prohibere; prohibeo,abhalten (von); hindern (an); verhindern,6,v
necesse est,es ist nötig,6,x
novus; -a; -um,neu; neuartig,6,x
condere; condo; condidi,gründen; bestatten,6,v
torquere; torqueo; torsi,foltern; quälen; drehen,6,v
quoque,auch,6,x
nox; noctis f; Gen Pl noctium,die Nacht,6,s
multa nocte,tief in der Nacht,6,x
prima nocte,zu begin der Nacht,6,x
ardere; ardeo; arsi,brennen; glühen,6,v
capere; capio; cepi; captum,nehmen; fangen; ergreifen; einnehmen,6,v
patria; -ae f,das Vaterland; dei Heimat,6,s
mare; maris; (Abl. S mari / Nom Akk Pl maria / Gen Pl marium),das Meer,6,s
errare; erro,sich irren; (umher)irren,6,v
ante,vor,6,x
lacrima; -ae,die Träne,6,s
pius; -a ; -um,fromm; verantwortungsbewusst; pflichtbewusst,6,
nullo modo,auf keine Weise,6,x
mai; -orum m (Pl),die Meinen; meine Leute,6,s
et...et,sowohl... als auch,6,x
ex eo tempore,seit dieser Zeit,6,x
de vita decedere,aus dem Leben scheiden,6,x
in mentem venire,in den sinn kommen,6,x
prima luce,bei Tagesanbruch,6,x
causa; -ae,der Grund; die Ursache; der Fall; der (Gerichts-)Prozess,6,s
ceteri; -ae; -a,die übrigen; die andren,6,x
infelix; infelicis,unglücklich,6,x
superbus; -a; -um,hochmütig; stolz,6,x
mox,bald; dann,6,x
umbra; -ae,der Schatten,6,s
inter,zwischen; während,6,x
vertere; verto; verti; versum,drehen; (um)wenden,6,v
-ne,unübersetztes Fragepartikel,6,x
iurare; iuro,schwören,6,x
per deos iurare,bei den Göttern schwören,6,x
lacrimas tenere,Tränen zurückhalten,6,x
oculos vertere,seinen Blick richten auf,6,x
regnum; -i,die Herrschaft; die Königsherrschaft; das Reich,6,s
dum,(solange) bis; solange; (m. Ind. Präs) während,6,x
postquam,nachdem,6,x
quamquam,obwohl,6,x
murus,die Mauer,6,s
lupa; -ae,die Wölfin,6,s
fama; -ae f,das Gerücht; der (gute oder schlechte) Ruf,6,s
orare; oro,beten (zu); bitten,6,v
miles; militis,der Soldat,6,s
filia; -ae f,die Tochter,6,s
gerere; gero; gessi; gestum,tragen; führen; ausführen,6,v
negotia gerere,seinen Geschäften nachgehen,6,x
bellum gerere (cum),Krieg führen (mit),6,x
vestem gerere,ein Kleidungsstück tragen,6,x
se gerere,sich benehmen,6,x
res; rei f,die Sache; das Ding; die Angelegenheit,6,s
dies; diei m,der Tag,6,s
fides; fidei f,das Vertrauen; die Treue; die Zuverlässigkeit,6,s
fidem dare,sein Wort geben,6,x
fidem habere,Vertrauen schenken,6,x
acies; aciei f,die Schärfe; der Scharfsinn; die Schlachtreihe,6,s
acies mentis,der Scharfsinn; die Aufmerksamkeit (bc: die Schärfe des Gesites),6,x
aciem institutere,eine Schlachtreihe aufstellen,6,x
alius; alia; aliud; gen. alterius; dat. alii,ein anderer; eine andere; ein anderes... (adjektiv),6,x
alii...alii,die einen... die anderen...,6,x
alius aliud facit,jeder macht etwas anderes,6,x
accurrere; accurro; accucurri; accursum ,hinzulaufen; herbeieilen,1,v
mortuus; -a; -um,tot (adjektiv),6,x
facies; faciei f,das Gesicht; das Aussehen,6,s
facie cognoscrere,am Gesicht erkennen,6,x
regnare; regno,König sein; herrschen; regieren,6,v
aliquando,einst; (irgendwann) einmal,6,x
militaris; militare,militärisch; soldatisch,6,x
res militaris,das Kriegswesen; die Kriegskunst,6,x
tempestas; tempestatis f,das Unwetter; das Gewitter,6,s
imber; imbris; gen.pl. imbrium,der Regen; der Regenguss,6,s
nubes; nubis; gen.pl. nubium,die Wolke,6,s
exclamare; exclamo,ausrufen; aufschreien,6,v
protegere; protego; protexi,bedecken; schützen,6,v
orationem habere,eine Rede halten,6,x
pacem facere,Frieden schließen,6,x
auctoritas; auctoritatis f,das Ansehen; der Einfluss,6,s
sperare; spero,hoffen; erhoffen,6,v
lex; legis f,das Gesetz,6,s
brevis; breve,kurz,6,x
brevi (tempore),in Kürze; in kurzer Zeit,6,x
hostis; hostis m/f,der/die Feind(in),6,s
indicare; indico,anzeigen; melden; verraten,6,v
exercitus; exercitUs m,das Heer,6,s
manus; manUs f,die Hand; die Schar,6,s
vultus; vultUs m,das Gesicht; die Miene; der Gesichtsausdruck,6,s
cultus; cultUs m,die Pflege; die Verehrung,6,s
domus; domUs f,das Haus,6,s
domo,von zu Hause weg,6,x
severus; -a; -um,ernst; streng,6,x
apertus; -a; -um,offen; offenkundig,6,x
finitimus; -a; -um,benachbart; Subst. der Nachbar,6,x
pietas; pietatis,die Frömmigkeit; das Pflichtgefühl; das Verantwortungsbewusstsein,6,s
humanitats; humanitatis,die Menschlichkeit; die Bildung,6,s
lacus; lacUs m,der See,6,s
situs; -a; -um,gelegen,6,x
minister; ministri m,der Diener,6,s
nympha; -ae,die Nymphe,6,s
divus; -a; -um,göttlich,6,x
cinis; cineris m,die Asche,6,s
villa; -ae f,die Villa; das Landhaus,6,s
avunculus; -i m,der Onkel,6,s
liber; libri,das Buch,6,s
publicus; -a; -um,öffentlich; staatlich,6,x
postea,nachher; später,6,x
regere; rego; rexi; rectum,lenken; leiten; beherrschen,6,v
civis; civis; m/f; genPl civium,der Bürger; die Bürgerin,6,s
opprimere; opprimo; oppressi; oppressum,überfallen; überwältigen; unterdrücken,6,v
servitus; servitutis f,die Sklaverei,6,s
pellere; pello; pepuli; pulsum,schlagen; stoßen; treiben; vertreiben,6,v
numquam,niemals,6,x
adiuvare; adiuvo; adiuvi; adiutum,helfen; unterstützen,6,v
fallere; fallo; fefelli,täuschen; unbemerkt bleiben,6,v
priusquam,ehe; bevor,6,x
vel,oder,6,x
vel... vel,entweder ... oder,6,x
stultus; -a; -um,dumm,6,x
insidae; -arum Pl.,der Hinterhalt; die Falle,6,s
promittere; promitto; promisi,versprechen,6,v
fere,fast; ungefähr,6,x
orbis; orbis; GenPl orbium,der Kreis; die Scheibe,6,s
velut,wie; wie zum Beispiel,6,x
ignoscere; ignosco; ignovi,verzeihen,6,v
modo,nur; eben noch; gerade,6,x
exilium; -i,die Verbannung; das Exil,6,s
restitutere; restituo; restitui,wiederharstellen,6,v
magistratus; magistratUs m,der Beamte; das Amt,6,s
moenia; moenium n Pl,die Mauer(n); die Stadtmauer(n),6,s
fortis; forte,tapfer; stark; tatkräftig,6,x
honestus; -a; -um,ehrenhaft; tapfer,6,x
neque/nec,und nicht; auch nicht,6,x
neque...neque / nec...nec,weder... noch,6,x
nobilis; nobile,vornehm; adelig; berühmt,6,x
exstinquere; exstinguo; exstinxi; exstinctum,auslöchen; löschen; vernichten,6,v
parere; pario; peperi; partum,zur Welt bringen; erzeugen; erwerben,6,v
flectere; flecto; flexi,biegen; beugen; umstimmen,6,v
hic; haec; hoc,dieser (hier); diese (hier); dieses (hier),6,x
ille; illa; illud,jener; jene; jenes,6,x
mandare; mando,übergeben; anvertrauen; auftragen,6,v
dux; ducis m/f,der Anführer / die Anführerin,6,s
caedere; ceado; cecidi,fällen; niederschlagen; töten,6,v
alter; altera; alterum; gen alterius dat alteri,der eine (von beiden) ; der andere,6,x
alter...alter,der eine...der andere...,6,x
nuntiare; nuntio,melden; mitteilen,6,v
femina; feminae,die Frau,6,s
castra; -orum n Pl,das Lager; das Kriegslager,6,s
comes; comitis,der/die Gefährte*in; der/die Begleiter*in,6,s
nisi,wenn nicht; außer,6,x
non...nisi,nur ...wenn,6,x
an (im Fragesatz),oder (im Fragesatz),6,x
aspicere; aspicio; aspexi; aspectum,ansehen; erblicken,6,v
intra,innerhalb,6,x
odium; -i n,der Hass,6,s
numerus; -i,die Zahl; dei Anzahl,6,s
pugna; -ae f,der Kampf; die Schlacht,6,s
magnitudo; magnitudinis f,die Größe; die Erhabenheit,6,s
tacitus; -a; um,schweigend; still (adjktiv),6,x
