Latein,Deutsch,Kartei,Wortart
ludus,das Spiel; die Schule; die (zirkus)Spiele,5,s
incipere; incipio; coepi,anfangen; beginnen,5,v
filius,der Sohn,5,s
effugere; effugio; effugi,entkommen,5,v
mercator,der Händler; Kaufmann,5,s
senator,der Senator,5,s
gladiator,der Gladiator,5,s
fur,der Dieb; die Diebin,5,s
clamor,der Schrei; das Gesschrei; der Lärm,5,s
esse; sum; fui,sein,5,v
adesse; adsum,da sein; helfen,5,x
abesse; absum,fort sein; weg sein; fehlen,5,x
retinere; retineo,zurückhalten; behalten; festhalten,5,v
intus,innne; im inneren,5,x
turba,die (Menschen-)Menge; das Durcheinander; das Gedränge,5,s
amor,die Liebe,5,s
dolor,der Schmerz,5,s
vita,das Leben; die Lebensweise,5,s
bestia,das (wilde) Tier,5,s
liberi,die Kinder,5,s
porta,die Tür; das Tor; der eingang,5,s
claudere; claudo; clausi; clausum,schließen; einschließen; versprerren,5,v
non iam,nicht mehr,5,x
larva,das Gespenst,5,s
persona,die Maske; die Rolle (im Schausoiel),5,s
scaena,die Bühne,5,s
occurrere; occuro; occurri,entgegenlaufen; -treten; begegnen,5,v
curia,die Kurie; das Rathaus,5,s
orator,der Redner,5,s
flamma,die Flamme,5,s
me,mich,5,x
fugere; fugio; fugi,fliehen (vor); meiden,5,v
locus,der Ort; der Platz; die Stelle,5,s
dare; do; dedi; datum,geben,5,v
appropinquare; appropinqo, sich nähern; näher kommen,5,v
relinquere; relinquo; reliqui; relictum,verlassen; zurücklassen,5,v
agere; ago; egi,tun; handeln; verhandeln; treiben,5,v
negotia agere,Geschäft betreiben,5,x
bestiam agere,ein Tier jagen,5,x
fabulam agere,ein Theaterstück aufführen,5,x
quid agis?,wie geht es dir?,5,x
vitam agere,sein Leben verbringen,5,x
mittere; mitto; misi; missum,schicken; loslassen; laufen lassen; werfen,5,v
posse ; possum; potui,können; vermögen,5,v
nondum,noch nicht,5,x
exspectare; exspecto,warten (auf); erwarten,5,v
statim,sofort; auf der Stelle,5,x
venia,die Nachsicht; die Verzeihung,5,s
veniam dare,verzeihen,5,x
resistere; resisto; resisti,sich widersetzen; Widerstand leisten,5,v
adhuc,bis jetzt; immer noch,5,x
explicare; explico,erklären,5,v
nuper,neulich,5,x
signum,das Zeichen; das Feldzeichen,5,s
vincere; vinco; vici; victum,siegen; besiegen,5,v
praemium,die Belohnung; der Lohn; der Preis,5,s
honor,die Ehre; das Eherenamt,5,s
studere; studeo,sich bemühen; (tum) wollen; studieren,5,v
vincere studere,siegen wollen,5,x
amico studere,sich um den Freund bemühen,5,x
vix,kaum; nur mit Mühe,5,x
equus,das Pferd,5,s
frustra,vergeblich; umsonst,5,x
denique,schließlich,5,x
petere; peto; petivi; petitum,bitte; verlangen; haben wollen; streben nach; erreichen wollen; aufsuchen; angreifen,5,v
senex; senis,der alte Mann; Greis,5,s
adulescens; adulescentis; adulescentium (gen. pl),der Jugendliche; der junge Mann,5,s
vox; vocis,die Stimme; das Wort,5,s
credere; credo; credidi; cretitum,glauben; vertrauen,5,v
incendium,der Brand; das Feuer,5,s
auctor; auctoris,der Urheber; der Grümder; der Schriftsteller,5,s
taberna,der Laden; das Wirtshaus,5,s
forte,zufällig,5,x
intellegere; intellego; intellexi; intellectum,erkennen; verstehen; einsehen,5,v
comprehendere; comprehendo; comprehendi; comprehensum,ergreifen; festnehmen; erfassen,5,v
servare; servo,retten (vor) ; bewahren ; beschützen,5,v
sollicitare; sollicito,beunruhigen; eregen,5,v
convincere; convinco; convici; convictum,überführen,5,v
gaudium,die Freude,5,s
gladius,das Schwert,5,s
arma; orum n,die Waffe,5,s
supplicium,die Strafe; die Todesstrafe; die Hinrichtung; das Gebet,5,s
populus; -i,das Volk,5,s
exercere; exerceo,üben; trainieren,5,v
medicus; -i,der Arzt,5,s
carere; careo,entbehren; nicht haben; frei sein von,5,v
ferrum,Eisen,5,s
se,sich,5,x
afficere; afficio; affeci (mit Abl.) ,versehen (mit),5,v
doloribus afficere,Schmerz zufügen,5,x
gaudio afficere,erfereuen,5,x
honor afficere,Ehre erweisen,5,x
supplicio afficere,hinrichten,5,x
licet,es ist jemanden möglich ; erlaubt,5,x
solum,nur,5,x
non solum sed etiam,nicht nur sondern auch,5,x
recreare; recreo,erholen,5,v
corpus; corporis,der Körper; der Leichnam,5,s
raro,selten,5,x
vulnus; vulneris,die Wunde,5,s
labor; laboris,die Arbeit; die Mühe,5,s
domum,heim;  nach Hause,5,x
decedere; decedo; decessi; decessum,weggehen; sterben,5,v
vestis; vestis f; vestium,das Kleid; die Kleidung,5,s
tunica,die Tunika,5,s
toga,die Toga,5,s
consul; -is m,der Konsul,5,s
currere; curro,laufen; rennen,5,v
habitare,wohnen; bewohnen,5,v
stare; sto; steti,stehen; dastehen,5,v
de,von...herab; von; über; um/wegen,5,x
de amico narrare,vom Freund erzählen,5,x
de amicis timere,um die Freunde angst haben,5,x
ad (akk),zu (...hin); bei; an; nach,5,x
per (akk),durch (...hindurch); über,5,x
post (akk),nach; hinter,5,x
e/ex (abl),aus; aus...heraus; von....her; seit,5,x
super (akk),über,5,x
cum (abl),mit,5,x
sine,ohne,5,x
in,(akk): in (...hinein); nach(...hin); gegen (wohin?) (abl): in an auf bei (wo),5,x
sub,(akk) unter (wohin); (abl) unter (wo),5,x
sermo; sermonis,das Gespräch; die Sprache,5,s
abdere; abdo; abdidi; abditum,verstecken; verbergen,5,v
oculus; -i,Auge,5,s
amittere; amitto; amisi; amissum,verlieren,5,v
vicus; -i,die Gasse; das Dorf,5,s
plebs; plebis f,das (einfache) Volk,5,s
pecunia; -ae,das Geld,5,s
timor; timoris m,die Angst; die Furcht,5,s
mutare; muto,ändern; verändern; verwandeln,5,v
possidere; possideo; possedi,besitzen,5,v
donum; -i,das Geschenk,5,s
poena; -ae,die Strafe,5,s
ponea/poenis afficere,bestrafen,5,x
studium; -i,Das Bemühen; das Streben; das wissenschaftlich Beschäftigen,5,s
nihil,nichts,5,x
convenire; convenio; conveni; conventum,passen; zusammentreffen; treffen,5,v
parentes; parent(i)um,die Eltern,5,s
libertas; libertatis f,die Freiheit,5,s
fortuna; -ae,Glück; das Schicksal,5,s
nos,Nom. wir; Akk. uns,5,x
vos,Nom. ihr; Akk. euch,5,x
is; ea; id,dieser; der(jenige); er,5,x
domi,daheim; zu Hause,5,x
ut,wie,5,x
a/ab (abl.),von; von...her; von...weg,5,x
gratia; -ae,der Dank; die anmut,5,s
libenter,gern,5,x
diligere; diligo; dilexi; dilectum,lieben; (sehr) schätzen,5,v
itaque,daher; deshalb,5,x
prodesse; prosum; profui,nützen,5,v
tamen,dennoch; jedoch,5,x
haud,nicht,5,x
paene,beinahe; fast,5,x
periculum; -i,die Gefahr,5,s
desinere; desino; desii; desitum,ablassen; aufhören,5,v
deponere; depono; deposui; depositum,ablegen; niederlegen,5,v
magnus; -a; -um,groß; wichtig,5,x
parvus; -a; um,klein; gerin,5,x
bonus; -a; -um,gut,5,x
bona; -orum n (pl),die Güter,5,s
malus; -a; um,böse; schlecht; schlimm,5,x
vir; viri,der Mann,5,s
puer; pueri,der Junge,5,s
magister; magisteri,der Lehrer,5,s
pulcher; pulchera; pulcherum,schön,5,x
miser; misera; miserum,arm; unglücklich; erbärmlich,5,x
cognoscere; cognosco; cognovi,kennenlernen; erkennen; erfahren,5,v
memoria; -ae,die Erinnerung; das Gedächtnis,5,s
memoria comprehendere,im Gedächtnis behalten,5,x
sumere; sumo; sumpsi,nehmen,5,v
iacere; iaceo,liegen,5,v
tempus; temporis n ,die Zeit,5,c
mos; moris m,die Sitte; der Bauch; PL auch Charakter,5,s
hodie,heute,5,x
multi; -ae; -a,viele,5,x
custos; custodis m,der Wächter,5,s
bibere; bibo; bibi,trinken,5,v
saepe,oft,5,x
mirus; -a ; um,erstaunlich; sonderbar; wunderbar,5,x
copia; -ae f,die Menge; der Vorrat; die Truppen,5,s
scelus; sceleris n,das Verbrechen; deer Frevel,5,s
parare; paro,bereiten; vorbereiten; erwerben; (mit Infinitiv) vorhaben zu,5,v
ita,so,5,x
descendere; descendo; descendi,herabsteigen; hinabsteigen,5,v
quaerere; quaero; quaesivi; quaesitum,suchen; (ex) jemanden fragen,5,v
invenire; invenio; inveni; inventum,finden; auffinden; erfinden,5,v
qui; quae; qod,der die das; welcher welche welches,5,x
mulier; mulieris f,die Frau,5,s
propinquus; a; um,nahe; benachbart; S der Verwandte,5,x
nepos; nepotis,der Neffe; der Enkel; der Nachfahre,5,s
maritus -i,der Ehemann,5,s
pugnare; pugno,kämpfen,5,v
scire; scio,wissen; kennen,5,v
modus; -i,die Art; Weise; das Maß,5,s
eiusmodi,derartig; solche,5,x
arcessere; arcesso; arcessivi; arcessitum,herbeirufen; holen (lassen),5,v
vinculum,die Fessel,5,s
via; -ae,der Weg; die Straße,5,s
unus; -a; -um; gen:unius dat:uni,ein(er); ein einziger,5,x
accedere; accedo; accessi; accessum,herbeikommen; herantreten; sich nähern,5,v
oratio; orationis,die Rede,5,s
ergo,also; folglich,5,x
urbs; urbis; gen.plu urbium,die Stadt; die Großstadt; die Hauptstadt,5,s
componere; compono; composui; compositum,zusammenstellen; verfassen; ordnen,5,v
quomodo,wie; auf welche Weise,5,x
indicium; -i n,de Beweis,5,s
animus; -i,die Gesinung; der Sinn; Mut; der Geist,5,s
pergere; pergo; perrexi,fortsetzen; weitermachen; aufbrechen,5,v
clam,heimlich,5,x
pater; patris,der Vater,5,s
clarus; -a; -um,berühmt; klar,5,x
diu,lange (Zeit),5,x
reprehendere; reprehendo; reprehendi; reprehensum,tadeln; kritisieren,5,v
perdere; perdo; perdidi; perditum,vernichten; verlieren; umbringen; verderben,5,v
sceleratus; -a; um,verbrecherisch; frevelhaft; subst: der Verbrecher,5,x
magis,mehr,5,x
quam,als,5,x
coniunx; coniugis,der Ehemann; die Ehefrau,5,s
cena,Hauptmalzeit; Gastmahl,5,s
clelebrare; celebro,feiern,5,v
quia,weil,5,x
susinere; sustineo,aushalten; ertragen,5,v
nonne?,etwa nicht?,5,x
placere; placeo,gefallen,5,v
hospes; hospetis,der Gast; der Gastgeber,5,s
fames; famis,der Hunger,5,s
frater; fratris,der Bruder,5,s
ecce!,sieh da! schaut!,5,x
tam,so,5,x
seavus; -a; um,wild; wütend; grimmig,5,x
certare; certo,streiten; kämpfen,5,v
quondam,einmal; einst,5,x
instituere; instituo; instituti,unterrichten; einführen; errichten,5,s
pax; pacis,der Friede,5,s
parcere; parco; peperci (mit Dat),verschonen; sparen,5,v
ira; -ae,der Zorn; die Wut,5,s
mater; matris,die Mutter,5,S
abesse; absum; afui,fort sein; weg sein; fehlen,5,v
adesse; adsum; affui,da sein; helfen,5,v
velle; volo; volui,wollen,5,v
nolle; nolo; nolui,nicht wollen,5,v
malle; malo; malui,lieber wollen,5,v
conspicere; conspicio; conspexi; conspectum,erblicken; sehen,5,v
iter; itineris,die Reise; der Weg; der Marsch,5,s
movere; moveo; movi; motum,bewegen; erregen,5,v
ducere; duco; duxi; ductum,führen; ziehen,5,v
fortasse,vielleicht,5,x
huc,hierher,5,x
caelum; -i,der Himmel,5,s
terra; -ae,das Land; die Erde,5,s
mons; montis m; GenPl montium,der Berg,5,s
altus;-a;-um,hoch; tief,5,x
tangere; tango; tetigi,berühren; erreichen,5,v
invadere; invado; invasi,eindringen; angreifen,5,v
potentia; -ae,die Macht,5,s
superare; supero,überwinden; besiegen,5,v
consistere; consisto; consisti,stehen bleiben; sich aufstellen,5,v
inferi; -orum m,die (Bewohner der) Unterwelt,5,s
neglegere; neglego; neglexi; neglectum,vernachlässigen; gering schätzen; nicht beachten,5,v
prope,(adv.) nahe; in der Nähe; (präp mit akk.) nahe; in der Nähe von,5,x
bellum; -i,der Krieg,5,s
homo; hominis m,der Mensch,5,s
tradere; trado; tradidi; traditum,übergeben; überliefern,5,v
fingere; fingo; finxi,formen; gestalten; sich ausdenken,5,v
nomen; nominis,der Name,5,s
terrere; terreo,jemanden erschrecken,5,v
voluntas; voluntatis,der Wille,5,s
nescire; nescio,nicht wissen,5,v
vivere; vivo; vixi,leben,5,v
tectum,das Haus,5,s
ager; agri,der Acker; das Feld; das Land,5,s
pecus; pecoris,das Veih; die Viehherde,5,s
alere; alo; alui,aufziehen; (er)nähren,5,v
ignis; ignis,das Feuer,5,s
rapere; rapio; rapui; raptum,rauben,5,v
antea,früher,5,x
dolus,die List; die Täuschung,5,s
vas; vasis,das Gefäß,5,s
morbus; -i,die Krankheit,5,s
tenere; teneo,halten; festhalten,5,v
oportet; oportuit,es gehört sich; man muss,5,x
mors; mortis,der Tod,6,s
servire; servio,dienen; Skalve sein,6,v
rex; regis,der König,6,S
iubere; iubeo; iussi; iussum,befehlen; anordnen,5,v
vis;-;-;vim;vi f; PL. vires; virum,die Kraft; die Gewalt; die Menge; Pl auch Streitkräfte,6,s
sic,so; auf diese Weise,5,x
negare; nego,leugnen; sagen - dass nicht,6,v
putare; puto,glauben; meinen,6,v
invidere; invideo; invidi (m Dat),beneiden,6,v
instare; insto; institi,bevorstehen; drohen; bedrängen,6,v
iuvenis; iuvenis m,der junge Mann,5,s
malum,der Apfel,6,s
aureus; -; -um,golden; vergoldet,5,x
pendere; pendeo; pependi,hängen,5,v
suscipere; suscipio; suscepi,aufnehmen; auf sich nehmen; unternehmen,5,v
necare; neco,töten,5,v
umerus; -i,die schulter,5,s
socius; -i,der Gefährte; der Kamerad; der Bundesgenosse,6,s
contra,gegen,6,x
nonnulli; -ae; -a,einige; manche,6,x
constat; constitit,es steht fest; es ist bekannt,6,x
poeta; -ae -m,der Dichter,6,s
imponere; impono; imposui; impositum,hineinstellen; auferlegen; auf die Schulter legen - aufbürden,5,v
ponere; pono; posui; positum,setzen; legen (auf); stellen,5,v
pauci; -ae; -a,wenige,6,x
hora; -ae f,die Stunde,6,s
saeculum; -i n,das Jahrhundert; das Zeitalter,6,s
procul,in der Ferne; aus der Ferne; fern,6,x
custodire; custodio,bewachen; beschützen,6,v
interea,inzwischen,6,x
profecto,in der Tat; tatsächlich,6,x
augere; augeo; auxi; auctum,vermehren; vergrößern,5,v
leo; leonis,der Löwe,6,s
annus,das Jahr,6,s
gloria; -ae,der Ruhm; die Ehre,6,s
ingens; ingentis,riesig; gewaltig,6,x
celer; celeris; celere,schnell,6,x
mortalis; mortale,sterblich; der Stebliche; der Mensch,6,x
acer; acris; acre,scharf; heftig; wild,6,x
omnis; omne,jeder; all; ganz,5,x
incredibilis; incredibile,unglaublich,6,x
mens; mentis,der Gesits; der Verstand,6,s
-que,und (nachgestellt),6,x
quidem,zwar; freilich,6,x
nullus; - a; -um; Gen. nullius; Dat. nulli,kein,6,x
immo,im Gegenteil; ja sogar,6,x
ne...quidem,nicht einmal,6,x
tollere; tollo; sustuli,hochheben; aufheben; erheben; beseitigen; wegnehmen; vernichten,6,v
demittere; demitto; demisi; dimissum,hinabschicken; sinken lassen,6,v
lux; lucis,das Licht; das Tageslicht,6,s
caput; capitis,das Haupt; der Kopf,6,s
immortalis; immortale,unsterblich; der Unsterbliche; der Gott,6,s
fatum; -i n ,das Schicksal; der Schicksalsspruch; der Götterspruch; das Verhängnis,6,s
auxilium; -i,die hilfe,6,s
ruere; ruo; rui,(sich) stürzen; eilen; rennen,6,v
cedere; cedo; cessi; cessum,(weg-) gehen; weichen; nachgeben,6,v
valere; valeo,gesund sein; vermögen; Einfluss haben,6,v
vale/valete,lebe wohl,6,x
nihil valere,nichts vermögen; keinen Einfluss haben,6,v
violare; violo,verletzen; Misshandeln,6,v
defendere; defendo; defendi (a/ab),verteidigen (gegen),6,v
meus; -a; -um,mein,6,x
vester; vestra; vestrum,euer,6,x
tuus; -a; -um,dein,6,x
noster; nostra; nostrum,unser,6,x
suus; -a; -um,sein; ihr,6,x
sui; -orum m (pl),die Seine; die Ihre,6,x
soror; sororis,die Schwester,6,s
permittere; permitto; permisi; permissum,erlauben; überlassen,6,v
prohibere; prohibeo,abhalten (von); hindern (an); verhindern,6,v
necesse est,es ist nötig,6,x
novus; -a; -um,neu; neuartig,6,x
condere; condo; condidi,gründen; bestatten,6,v
torquere; torqueo; torsi,foltern; quälen; drehen,6,v
quoque,auch,6,x
nox; noctis f; Gen Pl noctium,die Nacht,6,s
multa nocte,tief in der Nacht,6,x
prima nocte,zu begin der Nacht,6,x
ardere; ardeo; arsi,brennen; glühen,6,v
capere; capio; cepi; captum,nehmen; fangen; ergreifen; einnehmen,6,v
patria; -ae f,das Vaterland; dei Heimat,6,s
mare; maris; (Abl. S mari / Nom Akk Pl maria / Gen Pl marium),das Meer,6,s
errare; erro,sich irren; (umher)irren,6,v
ante,vor,6,x
lacrima; -ae,die Träne,6,s
pius; -a ; -um,fromm; verantwortungsbewusst; pflichtbewusst,6,
nullo modo,auf keine Weise,6,x
mai; -orum m (Pl),die Meinen; meine Leute,6,s
et...et,sowohl... als auch,6,x
ex eo tempore,seit dieser Zeit,6,x
de vita decedere,aus dem Leben scheiden,6,x
in mentem venire,in den sinn kommen,6,x
prima luce,bei Tagesanbruch,6,x
causa; -ae,der Grund; die Ursache; der Fall; der (Gerichts-)Prozess,6,s
ceteri; -ae; -a,die übrigen; die andren,6,x
infelix; infelicis,unglücklich,6,x
superbus; -a; -um,hochmütig; stolz,6,x
mox,bald; dann,6,x
umbra; -ae,der Schatten,6,s
inter,zwischen; während,6,x
vertere; verto; verti,drehen; (um)wenden,6,v
-ne,unübersetztes Fragepartikel,6,x
iurare; iuro,schwören,6,x
per deos iurare,bei den Göttern schwören,6,x
lacrimas tenere,Tränen zurückhalten,6,x
oculos vertere,seinen Blick richten auf,6,x
regnum; -i,die Herrschaft; die Königsherrschaft; das Reich,6,s
dum,(solange) bis; solange; (m. Ind. Präs) während,6,x
postquam,nachdem,6,x
quamquam,obwohl,6,x
murus,die Mauer,6,s
lupa; -ae,die Wölfin,6,s
fama; -ae f,das Gerücht; der (gute oder schlechte) Ruf,6,s
orare; oro,beten (zu); bitten,6,v
miles; militis,der Soldat,6,s
filia; -ae f,die Tochter,6,s
gerere; gero; gessi; gestum,tragen; führen; ausführen,6,v
negotia gerere,seinen Geschäften nachgehen,6,x
bellum gerere (cum),Krieg führen (mit),6,x
vestem gerere,ein Kleidungsstück tragen,6,x
se gerere,sich benehmen,6,x
res; rei f,die Sache; das Ding; die Angelegenheit,6,s
dies; diei m,der Tag,6,s
fides; fidei f,das Vertrauen; die Treue; die Zuverlässigkeit,6,s
fidem dare,sein Wort geben,6,x
fidem habere,Vertrauen schenken,6,x
acies; aciei f,die Schärfe; der Scharfsinn; die Schlachtreihe,6,s
acies mentis,der Scharfsinn; die Aufmerksamkeit (bc: die Schärfe des Gesites),6,x
aciem institutere,eine Schlachtreihe aufstellen,6,x
alius; alia; aliud; gen. alterius; dat. alii,ein anderer; eine andere; ein anderes... (adjektiv),6,x
alii...alii,die einen... die anderen...,6,x
alius aliud facit,jeder macht etwas anderes,6,x
accurrere; accurro; accucurri,hinzulaufen; herbeieilen,6,v
mortuus; -a; -um,tot (adjektiv),6,x
facies; faciei f,das Gesicht; das Aussehen,6,s
facie cognoscrere,am Gesicht erkennen,6,x
regnare; regno,König sein; herrschen; regieren,6,v
aliquando,einst; (irgendwann) einmal,6,x
militaris; militare,militärisch; soldatisch,6,x
res militaris,das Kriegswesen; die Kriegskunst,6,x
tempestas; tempestatis f,das Unwetter; das Gewitter,6,s
imber; imbris; gen.pl. imbrium,der Regen; der Regenguss,6,s
nubes; nubis; gen.pl. nubium,die Wolke,5,s
exclamare; exclamo,ausrufen; aufschreien,6,v
protegere; protego; protexi,bedecken; schützen,5,v
orationem habere,eine Rede halten,6,x
pacem facere,Frieden schließen,5,x
auctoritas; auctoritatis f,das Ansehen; der Einfluss,5,s
sperare; spero,hoffen; erhoffen,5,v
lex; legis f,das Gesetz,5,s
brevis; breve,kurz,5,x
brevi (tempore),in Kürze; in kurzer Zeit,5,x
hostis; hostis m/f,der/die Feind(in),5,s
indicare; indico,anzeigen; melden; verraten,5,v
exercitus; exercitUs m,das Heer,5,s
manus; manUs f,die Hand; die Schar,5,s
vultus; vultUs m,das Gesicht; die Miene; der Gesichtsausdruck,5,s
cultus; cultUs m,die Pflege; die Verehrung,5,s
domus; domUs f,das Haus,5,s
domo,von zu Hause weg,5,x
severus; -a; -um,ernst; streng,6,x
apertus; -a; -um,offen; offenkundig,6,x
finitimus; -a; -um,benachbart; Subst. der Nachbar,6,x
pietas; pietatis,die Frömmigkeit; das Pflichtgefühl; das Verantwortungsbewusstsein,6,s
humanitats; humanitatis,die Menschlichkeit; die Bildung,6,s
lacus; lacUs m,der See,6,s
situs; -a; -um,gelegen,6,x
minister; ministri m,der Diener,6,s
nympha; -ae,die Nymphe,6,s
divus; -a; -um,göttlich,6,x
cinis; cineris m,die Asche,5,s
villa; -ae f,die Villa; das Landhaus,6,s
avunculus; -i m,der Onkel,6,s
liber; libri,das Buch,6,s
publicus; -a; -um,öffentlich; staatlich,6,x
postea,nachher; später,6,x
regere; rego; rexi; rectum,lenken; leiten; beherrschen,4,v
civis; civis; m/f; genPl civium,der Bürger; die Bürgerin,5,s
opprimere; opprimo; oppressi; oppressum,überfallen; überwältigen; unterdrücken,6,v
servitus; servitutis f,die Sklaverei,6,s
pellere; pello; pepuli; pulsum,schlagen; stoßen; treiben; vertreiben,6,v
numquam,niemals,6,x
adiuvare; adiuvo; adiuvi; adiutum,helfen; unterstützen,6,v
fallere; fallo; fefelli,täuschen; unbemerkt bleiben,6,v
priusquam,ehe; bevor,6,x
vel,oder,6,x
vel... vel,entweder ... oder,6,x
stultus; -a; -um,dumm,6,x
insidae; -arum Pl.,der Hinterhalt; die Falle,6,s
promittere; promitto; promisi,versprechen,6,v
fere,fast; ungefähr,5,x
orbis; orbis; GenPl orbium,der Kreis; die Scheibe,6,s
velut,wie; wie zum Beispiel,6,x
ignoscere; ignosco; ignovi,verzeihen,5,v
modo,nur; eben noch; gerade,5,x
exilium; -i,die Verbannung; das Exil,6,s
restitutere; restituo; restitui,wiederharstellen,6,v
magistratus; magistratUs m,der Beamte; das Amt,6,s
moenia; moenium n Pl,die Mauer(n); die Stadtmauer(n),5,s
fortis; forte,tapfer; stark; tatkräftig,5,x
honestus; -a; -um,ehrenhaft; tapfer,5,x
neque/nec,und nicht; auch nicht,5,x
neque...neque / nec...nec,weder... noch,5,x
nobilis; nobile,vornehm; adelig; berühmt,5,x
exstinquere; exstinguo; exstinxi,auslöchen; löschen; vernichten,5,v
parere; pario; peperi,zur Welt bringen; erzeugen; erwerben,5,v
flectere; flecto; flexi,biegen; beugen; umstimmen,5,v
hic; haec; hoc,dieser (hier); diese (hier); dieses (hier),5,x
ille; illa; illud,jener; jene; jenes,5,x
mandare; mando,übergeben; anvertrauen; auftragen,5,v
dux; ducis m/f,der Anführer / die Anführerin,5,s
caedere; ceado; cecidi,fällen; niederschlagen; töten,5,v
alter; altera; alterum; gen alterius dat alteri,der eine (von beiden) ; der andere,5,x
alter...alter,der eine...der andere...,5,x
nuntiare; nuntio,melden; mitteilen,5,v
femina; feminae,die Frau,5,s
castra; -orum n Pl,das Lager; das Kriegslager,5,s
comes; comitis,der/die Gefährte*in; der/die Begleiter*in,5,s
nisi,wenn nicht; außer,5,x
non...nisi,nur ...wenn,5,x
an (im Fragesatz),oder (im Fragesatz),5,x
aspicere; aspicio; aspexi; aspectum,ansehen; erblicken,5,v
intra,innerhalb,5,x
odium; -i n,der Hass,5,s
numerus; -i,die Zahl; dei Anzahl,5,s
pugna; -ae f,der Kampf; die Schlacht,5,s
magnitudo; magnitudinis f,die Größe; die Erhabenheit,5,s
tacitus; -a; um,schweigend; still (adjktiv),5,x
elephantus; -i m,der Elefant,5,s
fuga; -ae f,die Flucht,5,s
litus; litoris,der Strand; die Küste,5,s
