Latein,Deutsch,Kartei,Wortart
locus,der Ort; der Platz; die Stelle,3,s
dare; do; dedi; datum,geben,3,v
appropinquare; appropinqo, sich nähern; näher kommen,3,v
relinquere; relinquo; reliqui; relictum,verlassen; zurücklassen,3,v
agere; ago; egi,tun; handeln; verhandeln; treiben,3,v
negotia agere,Geschäft betreiben,3,x
bestiam agere,ein Tier jagen,3,x
fabulam agere,ein Theaterstück aufführen,3,x
quid agis?,wie geht es dir?,3,x
vitam agere,sein Leben verbringen,3,x
mittere; mitto; misi; missum,schicken; loslassen; laufen lassen; werfen,3,v
posse ; possum; potui,können; vermögen,3,v
nondum,noch nicht,3,x
exspectare; exspecto,warten (auf); erwarten,3,v
statim,sofort; auf der Stelle,3,x
venia,die Nachsicht; die Verzeihung,3,s
veniam dare,verzeihen,3,x
resistere; resisto; resisti,sich widersetzen; Widerstand leisten,3,v
adhuc,bis jetzt; immer noch,3,x
explicare; explico,erklären,3,v
nuper,neulich,3,x
signum,das Zeichen; das Feldzeichen,3,s
vincere; vinco; vici; victum,siegen; besiegen,3,v
praemium,die Belohnung; der Lohn; der Preis,3,s
honor,die Ehre; das Eherenamt,3,s
studere; studeo,sich bemühen; (tum) wollen; studieren,3,v
vincere studere,siegen wollen,3,x
amico studere,sich um den Freund bemühen,3,x
vix,kaum; nur mit Mühe,3,x
equus,das Pferd,3,s
frustra,vergeblich; umsonst,3,x
denique,schließlich,3,x
petere; peto; petivi,bitte; verlangen; haben wollen; streben nach; erreichen wollen; aufsuchen; angreifen,3,v
senex; senis,der alte Mann; Greis,3,s
adulescens; adulescentis; adulescentium (gen. pl),der Jugendliche; der junge Mann,3,s
vox; vocis,die Stimme; das Wort,3,s
credere; credo; credidi; cretitum,glauben; vertrauen,3,v
incendium,der Brand; das Feuer,3,s
auctor; auctoris,der Urheber; der Grümder; der Schriftsteller,3,s
taberna,der Laden; das Wirtshaus,3,s
forte,zufällig,3,x
intellegere; intellego; intellexi; intellectum,erkennen; verstehen; einsehen,3,v
comprehendere; comprehendo; comprehendi; comprehensum,ergreifen; festnehmen; erfassen,3,v
servare; servo,retten (vor) ; bewahren ; beschützen,3,v
sollicitare; sollicito,beunruhigen; eregen,3,v
convincere; convinco; convici; convictum,überführen,3,v
gaudium,die Freude,3,s
gladius,das Schwert,3,s
arma; orum n,die Waffe,3,s
supplicium,die Strafe; die Todesstrafe; die Hinrichtung; das Gebet,3,s
populus; -i,das Volk,3,s
exercere; exerceo,üben; trainieren,3,v
medicus; -i,der Arzt,3,s
carere; careo,entbehren; nicht haben; frei sein von,3,v
ferrum,Eisen,3,s
se,sich,3,x
afficere; afficio; affeci (mit Abl.) ,versehen (mit),3,v
doloribus afficere,Schmerz zufügen,3,x
gaudio afficere,erfereuen,3,x
honor afficere,Ehre erweisen,3,x
supplicio afficere,hinrichten,3,x
licet,es ist jemanden möglich ; erlaubt,3,x
solum,nur,3,x
non solum sed etiam,nicht nur sondern auch,3,x
recreare; recreo,erholen,3,v
corpus; corporis,der Körper; der Leichnam,3,s
raro,selten,3,x
vulnus; vulneris,die Wunde,3,s
labor; laboris,die Arbeit; die Mühe,3,s
domum,heim;  nach Hause,3,x
decedere; decedo; decessi,weggehen; sterben,3,v
vestis; vestis f; vestium,das Kleid; die Kleidung,3,s
tunica,die Tunika,3,s
toga,die Toga,3,s
consul; -is m,der Konsul,3,s
currere; curro,laufen; rennen,3,v
habitare,wohnen; bewohnen,3,v
stare; sto; steti,stehen; dastehen,3,v
de,von...herab; von; über; um/wegen,3,x
de amico narrare,vom Freund erzählen,3,x
de amicis timere,um die Freunde angst haben,3,x
ad (akk),zu (...hin); bei; an; nach,3,x
per (akk),durch (...hindurch); über,3,x
post (akk),nach; hinter,3,x
e/ex (abl),aus; aus...heraus; von....her; seit,3,x
super (akk),über,3,x
cum (abl),mit,3,x
sine,ohne,3,x
in,(akk): in (...hinein); nach(...hin); gegen (wohin?) (abl): in an auf bei (wo),3,x
sub,(akk) unter (wohin); (abl) unter (wo),3,x
sermo; sermonis,das Gespräch; die Sprache,3,s
abdere; abdo; abdidi; abditum,verstecken; verbergen,3,v
oculus; -i,Auge,3,s
amittere; amitto; amisi; amissum,verlieren,3,v
vicus; -i,die Gasse; das Dorf,3,s
plebs; plebis f,das (einfache) Volk,3,s
pecunia; -ae,das Geld,3,s
timor; timoris m,die Angst; die Furcht,3,s
mutare; muto,ändern; verändern; verwandeln,3,v
possidere; possideo; possedi,besitzen,3,v
donum; -i,das Geschenk,3,s
poena; -ae,die Strafe,3,s
ponea/poenis afficere,bestrafen,3,x
studium; -i,Das Bemühen; das Streben; das wissenschaftlich Beschäftigen,3,s
nihil,nichts,3,x
convenire; convenio; conveni; conventum,passen; zusammentreffen; treffen,3,v
parentes; parent(i)um,die Eltern,3,s
libertas; libertatis f,die Freiheit,3,s
fortuna; -ae,Glück; das Schicksal,3,s
nos,Nom. wir; Akk. uns,3,x
vos,Nom. ihr; Akk. euch,3,x
is; ea; id,dieser; der(jenige); er,3,x
domi,daheim; zu Hause,3,x
ut,wie,3,x
a/ab (abl.),von; von...her; von...weg,3,x
gratia; -ae,der Dank; die anmut,3,s
libenter,gern,3,x
diligere; diligo; dilexi; dilectum,lieben; (sehr) schätzen,3,v
itaque,daher; deshalb,3,x
prodesse; prosum; profui,nützen,3,v
tamen,dennoch; jedoch,3,x
haud,nicht,3,x
paene,beinahe; fast,3,x
periculim; -i,die Gefahr,3,s
desinere; desino; desii,ablassen; aufhören,3,v
deponere; depono; deposui,ablegen; niederlegen,3,v
magnus; -a; -um,groß; wichtig,3,x
parvus; -a; um,klein; gerin,3,x
bonus; -a; -um,gut,3,x
bona; -orum n (pl),die Güter,3,s
malus; -a; um,böse; schlecht; schlimm,3,x
vir; viri,der Mann,3,s
puer; pueri,der Junge,3,s
magister; magisteri,der Lehrer,3,s
pulcher; pulchera; pulcherum,schön,3,x
miser; misera; miserum,arm; unglücklich; erbärmlich,3,x
cognoscere; cognosco; cognovi,kennenlernen; erkennen; erfahren,3,v
memoria; -ae,die Erinnerung; das Gedächtnis,3,s
memoria comprehendere,im Gedächtnis behalten,3,x
sumere; sumo; sumpsi,nehmen,3,v
iacere; iaceo,liegen,3,v
tempus; temporis n ,die Zeit,3,c
mos; moris m,die Sitte; der Bauch; PL auch Charakter,3,s
hodie,heute,3,x
multi; -ae; -a,viele,3,x
custos; custodis m,der Wächter,3,s
bibere; bibo; bibi,trinken,3,v
saepe,oft,3,x
mirus; -a ; um,erstaunlich; sonderbar; wunderbar,3,x
copia; -ae f,die Menge; der Vorrat; die Truppen,3,s
scelus; sceleris n,das Verbrechen; deer Frevel,3,s
parare; paro,bereiten; vorbereiten; erwerben; (mit Infinitiv) vorhaben zu,3,v
ita,so,3,x
descendere; descendo; descendi,herabsteigen; hinabsteigen,3,v
quaerere; quaero; quaesivi,suchen; (ex) jemanden fragen,3,v
invenire; invenio; inveni; inventum,finden; auffinden; erfinden,3,v
qui; quae; qod,der die das; welcher welche welches,3,x
mulier; mulieris f,die Frau,3,s
propinquus; a; um,nahe; benachbart; S der Verwandte,3,x
nepos; nepotis,der Neffe; der Enkel; der Nachfahre,3,s
maritus -i,der Ehemann,3,s
pugnare; pugno,kämpfen,3,v
scire; scio,wissen; kennen,3,v
modus; -i,die Art; Weise; das Maß,3,s
eiusmodi,derartig; solche,3,x
arcessere; arcesso; arcessivi,herbeirufen; holen (lassen),3,v
vinculum,die Fessel,3,s
via; -ae,der Weg; die Straße,3,s
unus; -a; -um; gen:unius dat:uni,ein(er); rein einziger,3,x
accedere; accedo; accessi,herbeikommen; herantreten; sich nähern,3,v
oratio; orationis,die Rede,3,s
ergo,also; folglich,3,x
urbs; urbis; gen.plu urbium,die Stadt; die Großstadt; die Hauptstadt,3,s
componere; compono; composui,zusammenstellen; verfassen; ordnen,3,v
quomodo,wie; auf welche Weise,3,x
indicium; -i n,de Beweis,3,s
animus; -i,die Gesinung; der Sinn; Mut; der Geist,3,s
pergere; pergo; perrexi,fortsetzen; weitermachen; aufbrechen,3,v
clam,heimlich,3,x
pater; patris,der Vater,3,s
clarus; -a; -um,berühmt; klar,3,x
diu,lange (Zeit),3,x
reprehendere; reprehendo; reprehendi; reprehensum,tadeln; kritisieren,3,v
perdere; perdo; perdidi; perditum,vernichten; verlieren; umbringen; verderben,3,v
sceleratus; -a; um,verbrecherisch; frevelhaft; subst: der Verbrecher,3,x
magis,mehr,3,x
quam,als,3,x
coniunx; coniugis,der Ehemann; die Ehefrau,3,s
cena,Hauptmalzeit; Gastmahl,3,s
clelebrare; celebro,feiern,3,v
quia,weil,3,x
susinere; sustineo,aushalten; ertragen,3,v
nonne?,etwa nicht?,3,x
placere; placeo,gefallen,3,v
hospes; hospetis,der Gast; der Gastgeber,3,s
fames; famis,der Hunger,3,s
frater; fratris,der Bruder,3,s
ecce!,sieh da! schaut!,3,x
tam,so,3,x
seavus; -a; um,wild; wütend; grimmig,3,x
certare; certo,streiten; kämpfen,3,v
quondam,einmal; einst,3,x
instituere; instituo; instituti,unterrichten; einführen; errichten,3,s
pax; pacis,der Friede,3,s
parcere; parco; peperci (mit Dat),verschonen; sparen,3,v
ira; -ae,der Zorn; die Wut,3,s
mater; matris,die Mutter,3,S
abesse; absum; afui,fort sein; weg sein; fehlen,3,v
adesse; adsum; affui,da sein; helfen,3,v
velle; volo; volui,wollen,3,v
nolle; nolo; nolui,nicht wollen,3,v
malle; malo; malui,lieber wollen,3,v
conspicere; conspicio; conspexi; conspectum,erblicken; sehen,3,v
iter; itineris,die Reise; der Weg; der Marsch,3,s
movere; moveo; movi,bewegen; erregen,3,v
ducere; duco; duxi,führen; ziehen,3,v
fortasse,vielleicht,3,x
huc,hierher,3,x
caelum; -i,der Himmel,3,s
terra; -ae,das Land; die Erde,3,s
mons; montis m; GenPl montium,der Berg,3,s
altus;-a;-um,hoch; tief,3,x
tangere; tango; tetigi,berühren; erreichen,3,v
invadere; invado; invasi,eindringen; angreifen,3,v
potentia; -ae,die Macht,3,s
superare; supero,überwinden; besiegen,3,v
consistere; consisto; consisti,stehen bleiben; sich aufstellen,3,v
inferi; -orum m,die (Bewohner der) Unterwelt,3,s
neglegere; neglego; neglexi; neglectum,vernachlässigen; gering schätzen; nicht beachten,3,v
prope,(adv.) nahe; in der Nähe; (präp mit akk.) nahe; in der Nähe von,3,x
bellum; -i,der Krieg,3,s
homo; hominis m,der Mensch,3,s
tradere; trado; tradidi; traditum,übergeben; überliefern,3,v
fingere; fingo; finxi,formen; gestalten; sich ausdenken,4,v
nomen; nominis,der Name,4,s
terrere; terreo,jemanden erschrecken,3,v
voluntas; voluntatis,der Wille,3,s
nescire; nescio,nicht wissen,4,v
vivere; vivo; vixi,leben,4,v
tectum,das Haus,4,s
ager; agri,der Acker; das Feld; das Land,3,s
pecus; pecoris,das Veih; die Viehherde,4,s
alere; alo; alui,aufziehen; (er)nähren,4,v
ignis; ignis,das Feuer,4,s
rapere; rapio; rapui,rauben,4,v
antea,früher,4,x
dolus,die List; die Täuschung,3,s
vas; vasis,das Gefäß,3,s
morbus; -i,die Krankheit,4,s
tenere; teneo,halten; festhalten,4,v
oportet; oportuit,es gehört sich; man muss,4,x
mors; mortis,der Tod,4,s
servire; servio,dienen; Skalve sein,4,v
rex; regis,der König,4,S
iubere; iubeo; iussi,befehlen; anordnen,4,v
vis;-;-;vim;vi f; PL. vires; virum,die Kraft; die Gewalt; die Menge; Pl auch Streitkräfte,3,s
sic,so; auf diese Weise,4,x
negare; nego,leugnen; sagen - dass nicht,4,v
putare; puto,glauben; meinen,4,v
invidere; invideo; invidi (m Dat),beneiden,4,v
instare; insto; institi,bevorstehen; drohen; bedrängen,4,v
iuvenis; iuvenis m,der junge Mann,4,s
malum,der Apfel,4,s
aureus; -; -um,golden; vergoldet,4,x
pendere; pendeo; pependi,hängen,4,v
suscipere; suscipio; suscepi,aufnehmen; auf sich nehmen; unternehmen,4,v
necare; neco,töten,4,v
umerus; -i,die schulter,4,s
socius; -i,der Gefährte; der Kamerad; der Bundesgenosse,4,s
contra,gegen,4,x
nonnulli; -ae; -a,einige; manche,4,x
constat; constitit,es steht fest; es ist bekannt,4,x
poeta; -ae -m,der Dichter,4,s
imponere; impono; imposui,hineinstellen; auferlegen; auf die Schulter legen - aufbürden,4,v
ponere; pono; posui,setzen; legen (auf); stellen,4,v
pauci; -ae; -a,wenige,4,x
hora; -ae f,die Stunde,4,s
saeculum; -i n,das Jahrhundert; das Zeitalter,4,s
procul,in der Ferne; aus der Ferne; fern,4,x
custodire; custodio,bewachen; beschützen,4,v
interea,inzwischen,4,x
profecto,in der Tat; tatsächlich,4,x
augere; augeo; auxi; auctum,vermehren; vergrößern,4,v
leo; leonis,der Löwe,4,s
annus,das Jahr,4,s
gloria; -ae,der Ruhm; die Ehre,4,s
ingens; ingentis,riesig; gewaltig,4,x
celer; celeris; celee,schnell,4,x
mortalis; mortale,sterblihc; der Stebliche; der Mensch,4,x
acer; acris; acre,scharf; heftig; wild,4,x
omnis; omne,jeder; all; ganz,4,x
incredibilis; incredibile,unglaublich,4,x
mens; mentis,der Gesits; der Verstand,4,s
-que,und (nachgestellt),4,x
quidem,zwar; freilich,4,x
nullus; - a; -um; Gen. nullius; Dat. nulli,kein,4,x
immo,im Gegenteil; ja sogar,4,x
ne...quidem,nicht einmal,4,x
tollere; tollo; sustuli,hochheben; aufheben; erheben; beseitigen; wegnehmen; vernichten,4,v
demittere; demitto; demisi; dimissum,hinabschicken; sinken lassen,4,v
lux; lucis,das Licht; das Tageslicht,4,s
caput; capitis,das Haupt; der Kopf,4,s
immortalis; immortale,unsterblich; der Unsterbliche; der Gott,4,s
fatum; -i n ,das Schicksal; der Schicksalsspruch; der Götterspruch; das Verhängnis,4,s
auxilium; -i,die hilfe,4,s
ruere; ruo; rui,(sich) stürzen; eilen; rennen,4,v
cedere; cedo; cessi,(weg-) gehen; weichen; nachgeben,4,v
valere; valeo,gesund sein; vermögen; Einfluss haben,4,v
vale/valete,lebe wohl,4,x
nihil valere,nichts vermögen; keinen Einfluss haben,4,v
violare; violo,verletzen; Misshandeln,4,v
defendere; defendo; defendi (a/ab),verteidigen (gegen),4,v
meus; -a; -um,mein,4,x
vester; vestra; vestrum,euer,4,x
tuus; -a; -um,dein,4,x
noster; nostra; nostrum,unser,4,x
suus; -a; -um,sein; ihr,4,x
sui; -orum m (pl),die Seine; die Ihre,4,x
soror; sororis,die Schwester,4,s
permittere; permitto; permisi; permissum,erlauben; überlassen,4,v
prohibere; prohibeo,abhalten (von); hindern (an); verhindern,4,v
necesse est,es ist nötig,4,x
novus; -a; -um,neu; neuartig,4,x
condere; condo; condidi,gründen; bestatten,4,v
torquere; torqueo; torsi,foltern; quälen; drehen,4,v
quoque,auch,4,x
nox; noctis f; Gen Pl noctium,die Nacht,4,s
multa nocte,tief in der Nacht,4,x
prima nocte,zu begin der Nacht,4,x
ardere; ardeo; arsi,brennen; glühen,4,v
capere; capio; cepi; captum,nehmen; fangen; ergreifen; einnehmen,4,v
patria; -ae f,das Vaterland; dei Heimat,4,s
mare; maris; (Abl. S mari / Nom Akk Pl maria / Gen Pl marium),das Meer,4,s
errare; erro,sich irren; (umher)irren,4,v
ante,vor,4,x
lacrima; -ae,die Träne,4,s
pius; -a ; -um,fromm; verantwortungsbewusst; pflichtbewusst,4,
nullo modo,auf keine Weise,4,x
mai; -orum m (Pl),die Meinen; meine Leute,4,s
et...et,sowohl... als auch,4,x
ex eo tempore,seit dieser Zeit,4,x
de vita decedere,aus dem Leben scheiden,4,x
in mentem venire,in den sinn kommen,3,x
prima luce,bei Tagesanbruch,4,x
causa; -ae,der Grund; die Ursache; der Fall; der (Gerichts-)Prozess,4,s
ceteri; -ae; -a,die übrigen; die andren,3,x
infelix; infelicis,unglücklich,4,x
superbus; -a; -um,hochmütig; stolz,4,x
mox,bald; dann,4,x
umbra; -ae,der Schatten,3,s
inter,zwischen; während,3,x
vertere; verto; verti,drehen; (um)wenden,4,v
-ne,unübersetztes Fragepartikel,4,x
iurare; iuro,schwören,3,x
per deos iurare,bei den Göttern schwören,4,x
lacrimas tenere,Tränen zurückhalten,4,x
oculos vertere,seinen Blick richten auf,4,x
regnum; -i,die Herrschaft; die Königsherrschaft; das Reich,4,s
dum,(solange) bis; solange; (m. Ind. Präs) während,4,x
postquam,nachdem,4,x
quamquam,obwohl,4,x
murus,die Mauer,4,s
lupa; -ae,die Wölfin,4,s
fama; -ae f,das Gerücht; der (gute oder schlechte) Ruf,4,s
orare; oro,beten (zu); bitten,4,v
miles; militis,der Soldat,4,s
filia; -ae f,die Tochter,4,s
gerere; gero; gessi; gestum,tragen; führen; ausführen,4,v
negotia gerere,seinen Geschäften nachgehen,4,x
bellum gerere (cum),Krieg führen (mit),4,x
vestem gerere,ein Kleidungsstück tragen,4,x
se gerere,sich benehmen,4,x
res; rei f,die Sache; das Ding; die Angelegenheit,4,s
dies; diei m,der Tag,4,s
fides; fidei f,das Vertrauen; die Treue; die Zuverlässigkeit,4,s
fidem dare,dein Wort geben,4,x
fidem habere,Vertrauen schenken,4,x
acies; aciei f,die Schärfe; der Scharfsinn; die Schlachtreihe,4,s
acies mentis,der Scharfsinn; die Aufmerksamkeit (bc: die Schärfe des Gesites),4,x
aciem institutere,eine Schlachtreihe aufstellen,4,x
alius; alia; aliud; gen. alterius; dat. alii,ein anderer; eine andere; ein anderes... (adjektiv),3,x
alii...alii,die einen... die anderen...,4,x
alius aliud facit,jeder macht etwas anderes,4,x
accurrere; accurro; accucurri,hinzulaufen; herbeieilen,4,v
mortuus; -a; -um,tot (adjektiv),4,x
facies; faciei f,das Gesicht; das Aussehen,4,s
facie cognoscrere,am Gesicht erkennen,4,x
regnare; regno,König sein; herrschen; regieren,3,v
aliquando,einst; (irgendwann) einmal,3,x
militaris; militare,militärisch; soldatisch,4,x
res militaris,das Kriegswesen; die Kriegskunst,4,x
tempestas; tempestatis f,das Unwetter; das Gewitter,4,s
imber; imbris; gen.pl. imbrium,der Regen; der Regenguss,3,s
nubes; nubis; gen.pl. nubium,die Wolke,3,s
exclamare; exclamo,ausrufen; aufschreien,3,v
protegere; protego; protexi,bedecken; schützen,3,v
orationem habere,eine Rede halten,3,x
pacem facere,Frieden schließen,3,x
auctoritas; auctoritatis f,das Ansehen; der Einfluss,3,s
sperare; spero,hoffen; erhoffen,3,v
lex; legis f,das Gesetz,3,s
brevis; breve,kurz,3,x
brevi (tempore),in Kürze; in kurzer Zeit,3,x
hostis; hostis m/f,der/die Feind(in),3,s
indicare; indico,anzeigen; melden; verraten,3,v
exercitus; exercitUs m,das Heer,3,s
manus; manUs f,die Hand; die Schar,3,s
vultus; vultUs m,das Gesicht; die Miene; der Gesichtsausdruck,3,s
cultus; cultUs m,die Pflege; die Verehrung,3,s
domus; domUs f,das Haus,3,s
domo,von zu Hause weg,3,x
severus; -a; -um,ernst; streng,3,x
apertus; -a; -um,offen; offenkundig,3,x
finitimus; -a; -um,benachbart; Subst. der Nachbar,3,x
pietas; pietatis,die Frömmigkeit; das Pflichtgefühl; das Verantwortungsbewusstsein,3,s
humanitats; humanitatis,die Menschlichkeit; die Bildung,3,s
lacus; lacUs m,der See,3,s
situs; -a; -um,gelegen,3,x
minister; ministri m,der Diener,3,s
nympha; -ae,die Nymphe,3,s
divus; -a; -um,göttlich,3,x
cinis; cineris m,die Asche,3,s
villa; -ae f,die Villa; das Landhaus,3,s
avunculus; -i m,der Onkel,3,s
liber; libri,das Buch,3,s
publicus; -a; -um,öffentlich; staatlich,3,x
postea,nachher; später,3,x
regere; rego; rexi,lenken; leiten; beherrschen,3,v
civis; civis; m/f; genPl civium,der Bürger; die Bürgerin,3,s
opprimere; opprimo; oppressi; oppressum,überfallen; überwältigen; unterdrücken,3,v
servitus; servitutis f,die Sklaverei,3,s
pellere; pello; pepuli,schlagen; stoßen; treiben; vertreiben,3,v
numquam,niemals,3,x
adiuvare; adiuvo; adiuvi,helfen; unterstützen,3,v
fallere; fallo; fefelli,täuschen; unbemerkt bleiben,3,v
priusquam,ehe; bevor,3,x
vel,oder,3,x
vel... vel,entweder ... oder,3,x
stultus; -a; -um,dumm,3,x
insidae; -arum Pl.,der Hinterhalt; die Falle,3,s
promittere; promitto; promisi,versprechen,3,v
fere,fast; ungefähr,3,x
crbis; orbis; GenPl orbium,der Kreis; die Scheibe,3,s
velut,wie; wie zum Beispiel,3,x
ignoscere; ignosco; ignovi,verzeihen,3,v
modo,nur; eben noch; gerade,3,x
exilium; -i,die Verbannung; das Exil,3,s
restitutere; restituo; restitui,wiederharstellen,3,v
magistratus; magistratUs m,der Beamte; das Amt,3,s
moenia; moenium n Pl,die Mauer(n); die Stadtmauer(n),3,s
fortis; forte,tapfer; stark; tatkräftig,3,x
honestus; -a; -um,ehrenhaft; tapfer,3,x
neque/nec,und nicht; auch nicht,3,x
neque...neque / nec...nec,weder... noch,3,x
nobilis; nobile,vornehm; adelig; berühmt,3,x
exstinquere; exstinguo; exstinxi,auslöchen; löschen; vernichten,3,v
parere; pario; peperi,zur Welt bringen; erzeugen; erwerben,3,v
flectere; flecto; flexi,biegen; beugen; umstimmen,3,v
hic; haec; hoc,dieser (hier); diese (hier); dieses (hier),3,x
ille; illa; illud,jener; jene; jenes,3,x
mandare; mando,übergeben; anvertrauen; auftragen,3,v
dux; ducis m/f,der Anführer / die Anführerin,3,s
caedere; ceado; cecidi,fällen; niederschlagen; töten,3,v
alter; altera; alterum; gen alterius dat alteri,der eine (von beiden) ; der andere,3,x
alter...alter,der eine...der andere...,3,x
nuntiare; nuntio,melden; mitteilen,3,v
femina; feminae,die Frau,3,s
castra; -orum n Pl,das Lager; das Kriegslager,3,s
comes; comitis,der/die Gefährte*in; der/die Begleiter*in,3,s
nisi,wenn nicht; außer,3,x
non...nisi,nur ...wenn,3,x
an (im Fragesatz),oder (im Fragesatz),3,x
aspicere; aspicio; aspexi; aspectum,ansehen; erblicken,3,v
intra,innerhalb,3,x
odium; -i n,der Hass,3,s
numerus; -i,die Zahl; dei Anzahl,3,s
pugna; -ae f,der Kampf; die Schlacht,3,s
magnitudo; magnitudinis f,die Größe; die Erhabenheit,3,s
tacitus; -a; um,schweigend; still (adjktiv),3,x
elephantus; -i m,der Elefant,3,s
fuga; -ae f,die Flucht,3,s
litus; litoris,der Strand; die Küste,3,s
salvus; -a; -um,heil; unversehrt,3,x
laetus; -a; -um,froh; fröhlich,3,x
navis; navis; f GP navium,das Schiff,3,s
centum,hundert,3,x
